"Baixei pela facilidade da leitura dos ebooks, mas infelizmente a Alexa lê um determinado trecho e volta novamente a ler de novo. Já desinstalei e instalei, já reiniciei meu celular, já atualizei o software e nada. Vi outros usuários com o mesmo problema e sem nenhuma solução. Uma pena.",1,0,2.2.438005.0,2021-12-31 12:30:53,
"Quando ela esta falando, ela nao termina de falar, e nao consigo entender oque preciso fazer pra colocar algumas comfiguracoes nela....isso me irrita a ponto de desinstalar",2,0,2.2.438005.0,2021-12-31 11:54:02,
"Horrível, lento, se reinicia sozinho, impossível trocar de wi-fi, e não há suporte pra ajudar. Uma decepção por carregar a marca Amazon, uma enganação total.",1,0,2.2.438005.0,2021-12-31 11:17:15,
Não consigo entra com as contas de jeito nenhum,1,0,,2021-12-31 09:26:18,
Nao quer funcionar esta apresentando falhas ao abrir se fecha inesperadamente...,1,0,,2021-12-31 08:40:48,
alexa não me responde,1,0,2.2.438005.0,2021-12-31 00:59:27,
"Não recomendo , a transportadora da Amazon é péssima, conseguem ser pior do que o correio. As primeiras compras chega rápido, só pra te animar. As outras eles não fazem a entrega pedem pra buscar na transportadora, alegam que vieram é não tinha ninguem em casa , que é mentira",1,0,2.2.438005.0,2021-12-31 00:13:46,
"impossível configurar o wi-fi, deveria ser mais intuitivo o modo manual de configuração.",1,1,2.2.438005.0,2021-12-30 22:16:50,
Nao consigo baixar,1,0,,2021-12-30 21:25:41,
Não funciona no OnePlus 9 Pro e Android 12 Don't Work on OnePlus 9 Pro - Android 12,1,0,2.2.438005.0,2021-12-30 20:50:41,
Muito lento,1,0,2.2.438005.0,2021-12-30 20:10:11,
Nao comsigo asesar,1,0,2.2.438005.0,2021-12-30 18:07:32,
"Péssimo para funcionar no Android. Talvez porque o Google queira que use o Assistent Google Home. Nesse caso, é muito melhor.",1,0,2.2.438005.0,2021-12-30 14:52:47,
"Falta a opção de aumentar apenas a voz da Alexa, tem uma diferença muito grande para o som da música que está tocando, deixo em uma altura muito boa para músicas só que quando falo com ela não consigo ouvir nada, é muito baixa a voz se comparada com outros sons. Uso ela principalmente pela música, me decepciono nesse ponto da voz... Echo dot3. É muito limitado o spotfy aq, não sei de quem é essa limitação, só estou pagando o Premium para pedir música passar e voltar, cadê o curtir??adc a fila?",2,10,2.2.436689.0,2021-12-30 10:11:43,
não está funcionando,1,0,2.2.438005.0,2021-12-30 08:49:21,
"App muito muito lento para responder ao toque na tela .. cada botão pressionado leva mais de 15 segundos para responder. O modo de leitura de livro traves bastante, voltando para trechos anteriores.",1,0,2.2.438005.0,2021-12-30 08:37:48,
Ruim,2,0,2.2.438005.0,2021-12-29 21:09:35,
Aplicativo muito lento até pra funções mais básicas. Se mostra compatível pra configuração mas no final não consegue abrir os apps ou equipamentos.,1,0,2.2.438005.0,2021-12-29 17:51:37,
Não gostei e devolvi,1,0,2.2.438005.0,2021-12-29 17:47:25,
"Depois que ativei modo residencial na câmera, o dispositivo ficou off LINE no aplicativo... Alguém sabe dizer porque foi?",1,0,2.2.438005.0,2021-12-29 17:24:04,
Alexa Português Portugal por favor e não Português misturado com Inglês.,1,0,2.2.438005.0,2021-12-29 16:53:03,
Não funciona a ativação e toda manual horrível não gostei,1,0,2.2.438005.0,2021-12-29 15:37:10,
Achei ridículo obrigar a outra pessoa a ter o aplicativo para fazer uma ligação de celular para celular (até o Google liga via celular para qualquer outro celular).Aplicativo é lento e trava em alguns momentos!Muito a melhorar!,2,1,2.2.438005.0,2021-12-29 11:34:57,
bom,1,0,2.2.438005.0,2021-12-28 23:11:15,
"O app do Android é péssimo, muito lento... É inacreditável que um APP da Amazon seja um dos piores que já vi... Mds é horrível",1,0,,2021-12-28 23:07:09,
E bom,1,0,2.2.438005.0,2021-12-28 21:42:56,
O aplicativo trava muito! Não é muito funcional.,1,0,2.2.438005.0,2021-12-28 15:16:38,
"Não toca o artista que pedimos, toca sempre uma rádio aleatória que não é do artista, temos sempre que usar o bluetooth o que a faz melhot como caixa de som e não como secretaria virtual. Não obedece muitos comandos, sinceramente o sistema da Alexa piorou muito, no início era bem melhor.",2,1,2.2.438005.0,2021-12-28 14:44:34,
A M E I !!!!!!!!,1,0,2.2.438005.0,2021-12-28 12:06:23,
"O APP fica mudando as configurações sozinho, já desativei e exclui uma lâmpada que eu tinha conectada qdo abro o app ela está lá ativada de novo. Eu desativei o resumo de notícias pq fica dando conflito com uma rádio que gosto de ouvir de manhã, aí qdo eu abro o APP está ativado de novo o resumo de notícias. Sem contar que minha eco doth de manhã fica com uma luz vermelha acesa e não responde a comando nenhum.",2,4,2.2.438005.0,2021-12-28 06:50:44,
Muito lento.. Cada dia pior............,1,0,2.2.438005.0,2021-12-28 02:40:04,
vive desconectando da Wifi. provavelmente falha no hardware.,1,0,2.2.438005.0,2021-12-27 16:33:02,
"absolutamente restrito, fotos por exemplo só conecta com Facebook. Facebook??? se não sou adepta de redes sociais, não posso usar a função. pensamento de produto ultrapassado.",1,0,2.2.438005.0,2021-12-27 14:41:06,
Can't login with my smartwatch,1,0,2.2.438005.0,2021-12-27 06:19:41,
"Não funciona wm segundo plano, para pode executar alguma coisa q queremos tem q abri o aplicativo . Poderia ser como o Google assistente ou bixby, que basta a gente falar mesmo com o celular com a tela desligado ele ouve nossa voz e procura o que pedimos!",1,0,,2021-12-27 05:09:21,
"muito a ajustar, difícil de usar à luz, poderia não depender da Internet para tudo",1,0,2.2.438005.0,2021-12-27 01:55:51,
"Muito útil para quem tem um dispositivo Echo ou outros. O app é muito lento para diversas interações, como a ida e vinda de uma aba ou tela de recurso. A criação de Rotinas é pouco intuitiva e lenta para carregar em alguns momentos além do que, mover um elemento de baixo para cima não funciona direito. A maior complicação é procurar por uma skill. Rolei a página 4 vezes, abri uma skill para ler os detalhes, não instalei e ao tocar em voltar fui novamente para o topo da lista.",2,112,2.2.438005.0,2021-12-26 23:48:08,
"O idioma da App está em português, no entanto mais de metade das coisas continua em inglês",1,0,2.2.438005.0,2021-12-26 21:25:02,
A aplicação não presta para nada só tem erros e nem dá para adicionar novos serviços de musica! Apenas a própria alexa que funciona bem tirando no spotify não lê musicas apenas nomes de albuns!! 😑😡,1,3,2.2.438005.0,2021-12-26 20:28:45,
"Se vc n comora um aparelho que ja vem com ela nao vale a pena baixar, nao e facil usar, nao consegui fazer dela assistente do aparelho, ridiculo",1,0,2.2.438005.0,2021-12-26 19:40:18,
Péssima configuração!!!,1,0,2.2.438005.0,2021-12-26 18:21:56,
as skills não funcionam,1,0,2.2.438005.0,2021-12-26 14:14:34,
lixo,1,0,2.2.438005.0,2021-12-26 14:10:23,
Muitas falhas... o grupo sempre se perde e um dos dispositivos falha... infelizmente a Amazon parece que abandonou o projeto e tudo parou no tempo.,2,0,2.2.438005.0,2021-12-26 12:49:18,
Pior app que já tive demora abrir trava direto enfim só porque não tem outro e tenho de usar por ter echo,2,0,2.2.438005.0,2021-12-26 11:08:31,
N consegui nem fazer a conta,1,0,,2021-12-26 10:16:54,
É ruim,1,0,2.2.438005.0,2021-12-26 09:30:11,
muito complexo de mexer,2,0,2.2.438005.0,2021-12-26 08:57:33,
"Infelizmente ainda há muito pra melhorar. O alarme por comando de voz não acionou pela Alexa, e quase perdi 2 eventos importantes. O segundo eu só não perdi por que, coloquei o alarme normal do celular 2 minutos depois. E ele me acordou, já o da Alexa nem sequer acendeu a tela.",2,4,2.2.438005.0,2021-12-26 06:59:07,
"Desde que atualizou não consigo logar. Já limpei o cache, fiz tudo mas dar uma mensagem que estou sem rede para conectar. Não sei como proceder e estou sem acesso.",1,0,2.2.438005.0,2021-12-26 01:02:13,
Ela nunca entende o que eu falo e sempre buga do nada. Trava quase sempre e nao atende todas as demandas solicitadas.,1,0,2.2.438005.0,2021-12-26 00:19:52,
Não abre,1,0,,2021-12-25 21:00:27,
Difícil conectar os apps. Já liguei 2x no suporte. Tive que reiniciar a Alexa 2x e desinstalar o app no 1o dia de uso!,2,0,,2021-12-25 19:02:28,
Aplicativo muito ruim.,2,0,2.2.438005.0,2021-12-25 18:08:26,
n estou conseguindo configurar a Alexa,2,0,2.2.438005.0,2021-12-25 12:23:17,
"mesmo com Spotify Premium, a Alexa fica passando propaganda entre as músicas.",2,0,2.2.438005.0,2021-12-25 12:03:15,
ótimo,1,0,2.2.438005.0,2021-12-25 10:48:40,
Não consegui entrar no aplicativo,1,0,2.2.438005.0,2021-12-25 10:41:12,
"Está apresentando alguns travamentos, que atrapalham na utilização do app",2,0,2.2.438005.0,2021-12-25 09:29:09,
não recomendo a compra deste aparelho...não é tudo isso que as pessoas falam....se tiver 100 reais vale a pena...fora isso não vale....,1,0,2.2.438005.0,2021-12-24 23:27:20,
"metade dos menus estão em português outra metade em inglês o echo dot não se consegue ligar a nenhuma rede wifi, um autêntico pesadelo esta app",1,0,2.2.438005.0,2021-12-24 22:27:57,
"Comprei uma câmera do site da Amazon que dizia comunicar com a Alexa mas não comunica , o sistema Alexa precisa ser mais acessível com os equipamentos de automação residencial .",2,0,2.2.438005.0,2021-12-24 18:51:57,
Não tem assistente em português de Portugal. A maioria dos comandos não estão disponiveis em portugûes. Está constantemente a tentar vender produtos da Amazon.,1,0,2.2.438005.0,2021-12-24 18:42:55,
Lixo funcionou um dia só. Ñ abre ou tem dificuldade pra entender. Cansei.,1,0,2.2.438005.0,2021-12-24 15:46:43,
Absurdamente lento.,2,0,2.2.438005.0,2021-12-24 15:22:24,
Não consigo criar minha conta! 😡,1,0,,2021-12-24 13:01:28,
Muitos bugs ... Precisa tornar-se mais fluída...,2,0,2.2.438005.0,2021-12-24 09:16:50,
"Integração fraca com o Deezer, é impossível tocar uma lista personalizada de músicas.",2,0,,2021-12-24 02:43:25,
"Minha experiência foi PÉSSIMA por que a Alexa não faz NADA no android, pede pra ligar os dados moveis ? Nada ! Wifi ? Pior ainda! Nao tem UMA integração com o sistema operacional! É uma pena",1,0,,2021-12-24 01:35:21,
"Muito difícil pra configurar e não conecta o wifi de jeito nenhum ,Que raiva desse produto.",1,0,2.2.438005.0,2021-12-23 23:35:31,
Complicado pra caramba pra usar,2,0,2.2.438005.0,2021-12-23 23:17:09,
ruim,1,0,2.2.438005.0,2021-12-23 20:02:35,
"Alexa só funcionou por uma semana na minha TV Samsung, não consigo fazê-la funcionar novamente! Triste !",1,0,2.2.438005.0,2021-12-23 14:49:52,
"Aplicativo pra controlar a música por ele só faz travar, é uma droga... Deveriam rever e deixar ele mais leve... Um celular de 6gb de ram e 128gb de memória e o app ainda trava...",1,1,2.2.438005.0,2021-12-23 10:31:07,
Não está funcionando no Android 12 oneplus 9pro...aplicativo travado...,1,0,2.2.438005.0,2021-12-23 10:11:38,
"Legalzinho, mas só funciona com o app aberto",1,0,2.2.438005.0,2021-12-22 22:19:14,
"nada intuitivo, não reconhece as vozes (pessoas diferentes são identificadas como uma só)",1,0,2.2.438005.0,2021-12-22 20:57:52,
Não gostei,1,0,,2021-12-22 20:41:28,
"Aplicativo muito ruim, fica travando, tempo de resposta péssimo!",1,0,2.2.438005.0,2021-12-22 20:22:48,
Esse aplicativo é muito ruim não quero mais baixar ele de novo,1,0,,2021-12-22 14:54:49,
Não vale nada,1,0,2.2.438005.0,2021-12-22 10:22:25,
App lento e confuso...,1,0,2.1.297.0,2021-12-22 07:06:14,
Não gostei,1,0,2.2.438005.0,2021-12-22 04:19:03,
Além o idioma não estar em português não consegues configura-lo,1,0,,2021-12-21 23:05:39,
Custa acessar a conta parece q está sempre fora do ar . Quando entra é um sufoco,2,0,2.2.438005.0,2021-12-21 22:10:56,
"No meu Asus Zenfone 5 o app não funciona, tive que pegar outro celular pra configurar minha Echo Dot. Mas toda vez que tento conectar, da uma falha e a Echo sai do modo de configuração!",1,0,2.2.438005.0,2021-12-21 21:04:23,
Horrível,1,0,2.2.438005.0,2021-12-21 17:07:37,
muito confuso deveria ser mais simples,1,0,2.2.438005.0,2021-12-21 16:37:46,
nao estou conseguindp,1,0,2.2.438005.0,2021-12-21 15:26:34,
acho que deve melhorar mais,2,0,2.2.438005.0,2021-12-21 15:24:53,
É lento pra p...... Mas a Alexa é perfeita.,1,0,2.2.438005.0,2021-12-21 15:14:45,
ela tem dificuldade de executar comandos no fire tv,2,0,2.2.438005.0,2021-12-21 15:01:21,
A integração com o Android não vai nada bem,2,0,2.2.438005.0,2021-12-21 12:26:39,
APP não é funcional.,1,0,2.2.438005.0,2021-12-21 12:17:28,
"Parece que um estagiário fez o App. e eu teria vergonha de disponibilizá-lo .Aplicativo muito pesado, lento, consome muita memória, para fazer o que ele faz. Para se comunicar com o Echo Dot às vezes é um ""parto"". Fica travando e não obedece os comandos. Para mexer no volume é melhor no aparelho, pois às vezes no aplicativo ele não aparece. As funções no aplicativo não são nada práticos. Deveria ter ícones na tela inicial com as funções assim facilitaria a utilização.",1,53,2.2.438005.0,2021-12-21 11:39:49,
"Além do app está muito lento ultimamente, está travando e fechando sozinho recorrentemente. Muitos bugs!!! Uma pena.",2,0,2.2.438005.0,2021-12-21 09:56:54,
O meu app não sai da tela para escolher a região kkkkkk,1,0,2.2.438005.0,2021-12-21 08:11:15,
"Tem muita coisa pra melhorar ainda. Tenho diversos dispositivos inteligentes, porem na TV AU7700 65"" por exemplo, a integração não é muito boa.. hora alguns comando funciona, hora não. Muito instável. Espero que com o decorrer do tempo comece a melhorar .",2,8,2.2.438005.0,2021-12-21 03:22:17,
O potencial é enorme mas há falhas bobas. Eu não consigo adicionar meu próprio número para encontrar o aparelho.,2,0,2.2.438005.0,2021-12-21 01:30:15,
"lento, pouco intuitivo e não conversa bem com a rede wifi",1,0,2.2.438005.0,2021-12-21 00:29:13,
O aplicativo não faz nada qnd digo Alexa . Mesmo com o app aberto não responde.. só executa alguma função ao clicar no botão,1,0,2.2.438005.0,2021-12-20 22:51:11,
"A Alexa e suas funções são incríveis, mas o aplicativo é extremamente HORRÍVEL! Trava demais...",1,0,2.2.438005.0,2021-12-20 22:32:57,
Ele diz que estou nos Estados Unidos.,1,0,,2021-12-20 22:16:28,
"App está horrível, lento, não reconhece comando de voz, parece uma app em teste",2,0,2.2.438005.0,2021-12-20 19:51:24,
não consigo conectar a internet.,1,0,,2021-12-20 16:35:57,
Aplicativo extremamente lento,1,0,2.2.438005.0,2021-12-20 00:05:27,
travando toda hora no Android,1,0,2.2.438005.0,2021-12-19 19:39:36,
nao conecta com chromecast,2,0,2.2.438005.0,2021-12-19 15:34:16,
"Muito bom , mais ainda precisa de muita coisa ainda , e por favor coloca o TIDAL pra pra ouvirmos tbm usamos",2,0,2.2.438005.0,2021-12-19 12:08:16,
trava muito,2,0,2.2.438005.0,2021-12-19 11:28:01,
"App extremamente lento! A aba ""Reprodução"" só exibe o que está sendo reproduzido, quando quer. Muito ruim!",1,1,2.2.438005.0,2021-12-19 11:05:50,
É um teste de paciência de tão lento,1,0,2.2.438005.0,2021-12-19 10:57:52,
"Péssimo, não consigo adicionar outras vozes na Alexa, o app parece não ser sincronizado com o dispositivo.",1,0,2.2.438005.0,2021-12-19 10:45:14,
não consigo configurar,1,0,2.2.438005.0,2021-12-19 10:12:01,
Ruim é que não dá para dar zero strela,1,0,,2021-12-19 09:15:14,
Tenho tido muitos problemas com os dispositivos de casa inteligente. A Alexa fixa fora do ar e não consigo ligar e desligar. Daí tenho que usar o Tuya.,2,0,2.2.438005.0,2021-12-19 06:34:58,
"Ele não aceita o e-mail ele fala que está errado sendo que vc sabe que tá certo,eu odiei nem consegui entrar",1,0,,2021-12-19 00:13:33,
Não gostei do aplicativo tem um aplicativo que eu uso para controlar minha e ele funciona esse é muito chato e esse aplicativo é para própria TV não recomendo para meus amigos,1,0,2.2.438005.0,2021-12-18 18:59:10,
não responde ao comando de voz,2,0,2.2.438005.0,2021-12-18 17:26:38,
"Não consigo conectar com aparelho Alexa, somente no telefone. O que tem.de errado.",1,0,2.2.438005.0,2021-12-18 15:19:08,
era pra ser simples... totalmente difícil,1,0,2.2.438005.0,2021-12-18 14:47:22,
Tô tentando arranjar uma utilidade para ela a Alexa.a priori perdi meu suado didim,1,0,2.2.438005.0,2021-12-18 12:40:01,
"Não consigo conectar com .Inha Smart tv LG. Uma barreira gigante para quem esta começando a deixar a casa ""inteligente"". Muito decepcionada com essa lacuna na interação dessas duas grandes marcas. 😢",1,0,2.2.438005.0,2021-12-18 03:39:08,
"muito difícil de entender, agregar dispositivos",1,0,2.2.438005.0,2021-12-17 21:09:29,
"Quando conecto minha Echo Dot 4 via bluetooth ao meu Fire TV Stick para ouvir os sons da TV o volume fica muito baixo, já está assim há eras e a Amazon não resolve.",1,1,2.2.438005.0,2021-12-17 20:58:09,
"Mal otimizado, trava td hr, esquenta o celular",2,0,2.2.438005.0,2021-12-17 20:46:28,
nao funciona!!,1,0,2.2.438005.0,2021-12-17 19:43:28,
É muito ruim para configurar em outro local,1,0,2.2.438005.0,2021-12-17 17:46:29,
"Houve um tempo que conseguia fazer chamadas com Alexa através do meu aparelho da plantronics sem tocar no smartphone, mas com as actualizações que foram feitas nunca mais foi possível. Após desinstalar e voltar a instalar as app Alexa e plantronics continua com o mesmo erro. Portanto agradecia que resolvesse o problema, obrigado.",1,7,2.2.438005.0,2021-12-17 17:17:59,
Horivell não consigo desinstalar,1,0,2.2.438005.0,2021-12-17 17:16:41,
ruim,1,0,2.2.438005.0,2021-12-17 16:31:36,
Não está rodando no Android 12,1,0,2.2.438005.0,2021-12-17 15:36:20,
Desde a última atualização que não consigo emparelhar luzes com a app,1,0,2.2.438005.0,2021-12-17 13:58:53,
Lento e confuso.,1,0,2.2.438005.0,2021-12-17 13:22:53,
Google calendar doesn't sync,1,0,2.2.438005.0,2021-12-16 23:10:33,
Não acerta nenhuma previsão do tempo. Não troca os canais de TV como trocava antes. Tem apresentado falhas graves de comunicação com dispositivo infravermelho para ligar e desligar equipamentos eletrônicos. Uma decepção.,1,3,2.2.438005.0,2021-12-16 19:38:35,
"Depois da última atualização, bugou geral. Todas as luzes EKAZA pararam a TV Lg Nanocell86 também não funciona adequadamente.",2,5,2.2.438005.0,2021-12-16 18:14:58,
aplicativo muito lento,1,0,2.2.438005.0,2021-12-16 18:14:31,
Aplicativo demora a responder aos comandos,1,0,2.2.438005.0,2021-12-16 18:07:08,
o aplicativo é muito complicado para o usuário. Não consigo baixar músicas. Não funciona off-line. É muito complicado para conectar lâmpadas ou impossível. Precisamos melhorar.,1,1,2.2.438005.0,2021-12-16 16:01:26,
"Horrível experiência. Tenho Alexa App e Echo Dot. Pede pra tocar qualquer artista no Spotify e a Alexa toca o rádio do artista. Se pede para tocar o álbum do artista, ela toca a rádio do artista. O pior é que a tal rádio do artista não toca a música do artista e sim músicas diversas onde a maioria não pertence nem a categoria de música do artista. Serviço da Amazon pra iniciantes. Se quiser algo profissional - vai de assistente do Google mesmo.",1,10,2.2.438005.0,2021-12-16 13:04:45,
"Horrível o acesso, fiz uma compra a muitos anos atrás e não lembro minha senha, fui tentar reaver a senha e pede a data de vencimento de um cartão que nem existe mais, agora travou tudo e não consigo de outra forma, muito ruim a experiência.",1,0,,2021-12-16 11:19:24,
"App muito pesado. Meu xiaomi redmi 8 com 4gb ram roda o app travando mais que Samsung. Apenas o app Alexa fica assim, todos os outros funcionam perfeitamente.",1,1,2.2.438005.0,2021-12-16 09:36:49,
Aplicativo ruim o tempo de resposta dele é muito muito demorado. Experiência de usabilidade péssima. Tenho um echo dot quando preciso enviar um aviso ao dispositivo é péssimo. Quando preciso realizar uma chamada é péssimo o delay gigantesco. Acredito que a AMAZON tenha potencial para criar um aplicativo de excelência uma vez que seus dispositivos são bons. Ou no mínimo garantir uma experiência de usabilidade razoável aos teus usuários.,1,52,2.2.438005.0,2021-12-16 08:15:56,
ruim pq não está conectando,1,0,2.2.438005.0,2021-12-15 21:59:21,
Lixo de aplicativo e suporte. E-mail de suporte no aplicativo só da erro de envio. Alexa desde novembro está um lixo. Não funciona com interruptores e demais plugs inteligentes. Perde conexão com eles e ainda tem capacidade de dizer que é erro do interruptor. Sem alexa eles funcionam super bem. Amazon tem um tumor no suporte técnico. Nunca mais compro nada deles. Outra coisa divulgo a avaliação e eles apagam... Nota 0 0 0 0 0 0,1,31,2.2.438005.0,2021-12-15 19:23:53,
alexa sempre desconfigurado.,2,0,2.2.438005.0,2021-12-15 17:12:44,
A minha Alexa dei problema hoje. está falhando constantemente. com quem devo falar?,1,0,2.2.438005.0,2021-12-15 16:05:44,
Sem skills para o Brasil,1,0,2.2.438005.0,2021-12-15 15:28:33,
Trava muito,2,0,,2021-12-15 12:11:10,
"Experiência ruim, interface péssima e usabilidade pior.",2,0,2.2.438005.0,2021-12-14 23:02:53,
"Aplicativo não responde aos toques, demora abrir, lento ao extremo",1,0,2.2.438005.0,2021-12-14 22:12:12,
Pior app do mundo,1,0,2.2.438005.0,2021-12-14 22:03:15,
"A Alexa e o Echo Dot são excelentes, agora esse app está péssimo, você clica em algo e a ação ocorre depois de 1 minuto, tenho 6GB de RAM e Octa Core (Redmi Note 9S) não é meu aparelho",1,0,,2021-12-14 21:33:19,
até agora não funcionou com minha tv LG e nem com minha câmera Intelbras,1,0,2.2.438005.0,2021-12-14 21:16:24,
"é um inferno quando precisa configurar algo, leva mais de 30 minutos sempre da vários erros.",1,0,2.2.438005.0,2021-12-14 19:19:25,
"Aplicativo muito ruim. Muito lento. Tem tudo o que é necessário para operar o equipamento, não fosse a lentidão do app., seria excelente.",2,1,2.2.438005.0,2021-12-14 18:21:41,
#orrível já tô 10 horas esperando ele dar senha e Amil consertar isso mano serio ontem ele mandará o código poloquei código mas no foi fiquei tão puto,1,0,2.2.438005.0,2021-12-14 14:33:02,
Não está funcionando corretamente pede para ligar luz disse que não foi encontrado,1,0,2.2.438005.0,2021-12-14 09:34:16,
"A app brasileira está toda em brasileiro, a app portuguesa está em brasileiro e inglês, sério, por favor traduzam a app por completo.",2,0,2.2.438005.0,2021-12-14 08:22:10,
A skill da Mibo CAM simplesmente não funciona. Não passa da tela de login. Comprei as câmeras da Intelbras e a alexa echo show atoa.,1,0,2.2.438005.0,2021-12-13 23:56:57,
"Quero saber o pq, veio descontado na minha conta um valor sendo q não comprei nada!",1,0,2.2.438005.0,2021-12-13 22:59:37,
