content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent
E minha primera ves mas meu pai tem esse telegram eu acho legal 😍😍😍😍😍😍😍😍😍😘😘😘🤩🤔🤔❤️❤️❤️❤️❤️❤️❤️💛❤️💛❤️💚💙💜💜💜♥️♥️💘💘💖💓💗💞💕💟❣️💋,1,0,,2021-12-14 21:28:59,
Bom,1,0,8.3.2,2021-12-14 21:25:09,
Ficou horrível depois das atualizações,1,0,8.3.2,2021-12-14 21:24:23,
Demora muitooooo pra atualizar!!,1,0,7.8.0,2021-12-14 20:54:52,
Depois da atualização não consigo mais ouvir o som das séries que assisto. Por favor arrumem isso,2,0,8.3.2,2021-12-14 20:47:56,
"Por enquanto não estou satisfeito com o app! O aplicativo não armazena meus dados, todo vez que entro nele tenho que reinserir todos meus dados além de não carregar meus contatos na página inicial.",1,0,7.6.0,2021-12-14 20:14:13,
Never more was able to receive by sms the verification code and there s no other option!!! Horrible!!!,1,0,8.3.2,2021-12-14 20:12:05,
Simplesmente horrível,1,0,7.7.2,2021-12-14 19:45:56,
"Telegram nao está abrindo no celular. E aparece muitas tentativas, favor entrar mais tarde.. nunca vi isso!",1,0,,2021-12-14 19:37:41,
Não consigo receber o codigo de confirmação pelo numero e gmail. Tem que dar um jeito nisso.,1,0,8.3.2,2021-12-14 19:35:49,
"Minha conta foi banida , a princípio sem motivo aparente e não consigo resolver o problema",1,0,8.3.2,2021-12-14 19:06:30,
Nao consigo atualizar o app e ele trava o acesso. Um absurdo isso. Deveriam deixar o acesso livre e atualizar quem quer.,1,0,8.3.2,2021-12-14 18:58:14,
Cu CU CU CU CU CU CU CU CU Curiosa né é obvio q vc ta lendo e esse appp é ótimo😚,1,0,,2021-12-14 18:50:32,
Não recebi o código,1,0,8.3.2,2021-12-14 18:25:04,
"Estou tento problemas em receber o código de identificação no meu telefone, informa que tentei diversas vezes, mas se estou tentando acessar. Isso é muito chato.",1,0,8.3.2,2021-12-14 16:20:59,
"Não consigo acessar o Telegram em sua totalidade, no meu notebook.",2,0,8.3.2,2021-12-14 15:54:36,
Péssimo não consigo fazer login na minha conta do telegram o meu código não chega pra mim,1,0,8.3.2,2021-12-14 14:36:49,
"Deveria ter a opção d favoritar mensagens e mídias, o q facilitaria encontramos o q, porventura venhamos s procurar.",1,0,8.3.2,2021-12-14 14:31:24,
"Atualizei o App, se não se comportar bem volto avisa-los!",2,0,8.3.2,2021-12-14 14:27:24,
Estou com dificuldade de mandar mensagem para todos os meus contatos não consigo entrar em grupos não consigo fazer nada única coisa que dá pra fazer é rolar as mensagens que já tem entra nelas mais não consigo responder ninguém pufavor já tem muito tempo isso já limpei cachê desinstalei instalei dnv e não resolve pfv me mandem um feedback grato Obs: descontente dms com o app,1,0,8.3.2,2021-12-14 14:24:53,
"Ficou Horrível depois da atualização. O armazenamento mudou, não salva mais na galeria automaticamente. . Poderiam deixar como estava... era melhor. Arrumem isso",1,3,,2021-12-14 14:01:12,
Não consigo atualizar,1,0,7.9.3,2021-12-14 13:45:38,
Amei esse app,1,0,7.8.0,2021-12-14 12:50:19,
Oi queria saber si pega números de coreanos tipo números de outro país ?,1,0,8.3.2,2021-12-14 12:48:13,
Um app que ja foi tao nobre esta falhando e nao consigo nem instalarr..,1,0,8.3.2,2021-12-14 12:21:56,
Não recebo o código de ativação.,2,0,8.3.2,2021-12-14 12:02:33,
Estava baixado no meu celular e depois apaguei e agora não estou conseguindo baixar,2,0,8.0.0,2021-12-14 10:58:17,
Bom.,2,0,8.3.2,2021-12-14 09:48:48,
"Ate mesmo utilizando rede wi fi demora muito para carregar um video, isso e bem chato",1,0,8.3.2,2021-12-14 08:01:49,
"Horrível, além de terem removido a ida dos vídeos para o armazenamento, é uma demora enorme pra receber a mensagem. Arrumem isso",1,1,8.3.2,2021-12-14 07:49:39,
"Os meus contatos do Telegram, não estão sincronizados! Eu tinha uns 20 e poucos contatos que tinham Telegram, daí, do nada, sumiu tudo! Agora eu tenho somente 3 contatos, TRÊS! O pior é que essas pessoas continuam com o Telegram, mas também não me veem lá! Consertem isso por favor, mesmo adicionando, tentando adicionar o contato pelo app, ele diz que o contato não tem Telegram. Apesar de ter!",1,3826,7.9.3,2021-12-14 07:00:29,
Não funciona 🤨🤨🤨,1,0,8.3.2,2021-12-14 03:46:37,
Não consigo abrir grupos,1,0,8.3.2,2021-12-14 03:05:20,
"Não consigo receber o código SMS!POR FAVOR, LIGUEM E FALEM O CÓDIGO!",1,0,,2021-12-14 01:26:17,
Boa,2,0,7.9.3,2021-12-14 00:17:21,
Grupo q já estou não consigo entrar Limitações pra que?,1,0,8.2.1,2021-12-13 23:20:02,
Ok,2,0,8.3.2,2021-12-13 22:30:14,
Não gostei e não gosto,1,0,7.2.1,2021-12-13 22:13:57,
"Tá péssimo, atualiza e continua sem abri",1,0,8.3.2,2021-12-13 21:01:22,
"Não consigo atualizar , o telegram",1,0,8.0.0,2021-12-13 20:05:45,
Não baixou no celular,1,0,6.2.0,2021-12-13 19:48:24,
"Estou tres dias esperando o código de ativação e nada,até desistir",1,0,8.3.2,2021-12-13 19:47:26,
"Alguns chats estão pedindo para que eu o atualize, mas qdo eu entro nele, no Play Store, não fala nada de atualização, só desinstalar ou abrir.",1,0,8.3.2,2021-12-13 19:30:29,
Rubrica Ytusg27s,1,0,,2021-12-13 19:14:04,
o app não envia o código pro meu celular e eu já conferi se o número estava errado e não estava espero que consertem esse erro,1,0,,2021-12-13 19:11:06,
Infelizmente essa nova atualização deixa a desejar... muito lento o carregamento e em várias situações somos impedidos de baixar e assistir o conteúdo.,1,3,8.3.2,2021-12-13 17:01:52,
"Atualizei e basicamente a única coisa que eu acessava do telegrama agora está restringido, não consigo nem acessar e nem falar com o administrador da página. Ficou bem ruim.",1,0,,2021-12-13 16:59:59,
O código demora muito ou aimplesmente Não vem...,1,0,8.3.2,2021-12-13 16:08:15,
Tem alguém usando meu número de tel e não consigo me cadastrar,1,1,8.3.2,2021-12-13 15:49:24,
Estou avaliando esse app depois de 4 anos de uso por me baniu e não tem trepesentante brasileiro e por tanto não pode ser considerado uma mídia social pois o governo brasileiro não representa e não regulamentou como governamental legalizada.,1,0,8.2.7,2021-12-13 14:43:39,
Rodava tudo bonitinho agora está horrível travando tudo Aff,1,0,8.3.2,2021-12-13 13:45:46,
Ruim......,1,0,7.9.3,2021-12-13 12:49:10,
Aparece manchas brancas quando abro uma conversa no telegram,1,0,8.3.2,2021-12-13 12:36:19,
Esse capeta não presta,1,0,,2021-12-13 12:04:31,
"Tenho o telegram no meu PC há tanto tempo, precisei formatar o meu PC esse fds, fui instalar pede código nunca chega, aí coloquei no meu celular para pegar o código para por no pc, fala que teve muitas tentativas, e não dá certo, eu estou fazendo curso pago, estou perdendo aula por causa disso!! Espero que não comece com.palhaçada como as outras plataformas, minha professora escolheu colocar as matérias das aulas por ser fácil acesso a todos, aí acontece isso????",2,0,,2021-12-13 11:54:05,
"Infelizmente o código não está chegando pra mim, já mandei um email, mas nada deles retornarem",1,0,,2021-12-13 11:13:10,
"Não sei porque,toda vez que vou entrar no AP ele pede o código via SMS se ele nem está desatualizado por favor resolvam isso",2,1,8.3.2,2021-12-13 10:02:06,
Não estou conseguindo entra numa conversa pq pede pra atualizar e o conteúdo está protegido melhorem isso por favor,2,0,8.3.2,2021-12-13 09:31:20,
Não da mais pra usar de tanto spam que vc recebe...,1,0,8.2.7,2021-12-13 09:15:23,
Tava bom mas depois q atualizei as mensagem nao sao enviadas dão erro. Ficou péssimo.,1,0,,2021-12-13 08:41:59,
"Simplesmente péssimo , não recebo o código de verificação para validar a conta nunca.impossivel concluir a instalação.tao péssimo que nem suporte tem , que nem responder as reclamações dos usuários eles não tem o respeito de responder .telegram é uma bomba prestes a explodir e morrer igual o orkut",1,0,,2021-12-13 08:23:08,
So em emergencia,2,0,,2021-12-13 07:53:01,
"BOTS, QUE NÃO VALE NADA REMOVE SEM JUSTIFICATIVA USUÁRIOS QUE NÃO USAM BOA CONSCIÊNCIA COM O PRÓXIMO TUDO BURRO TUDO MACACO VERDADEIROS LIXOS.",1,0,8.1.2,2021-12-13 07:42:52,
Horrível. Não mostra mais dos porcentagem dos carregamentos dos vídeos.,1,0,8.3.2,2021-12-13 03:33:59,
"App ridículo, minha conta foi banida do nada",1,0,8.3.2,2021-12-13 02:42:26,
"depois dessa atualização ficou pessimo, nao pode salvar aa coisas de interesse dos canais... jaja ficam chato igual o WhatsApp",1,0,6.3.0,2021-12-13 02:32:50,
Decaiu muito a qualidade. Se eu quiser assistir um video que restringiram o download eu tenho que abrir o app e ficar assistindo e se por acaso excluirem azar o meu... Péssima atualização.,2,1,8.3.2,2021-12-13 00:13:46,
Péssima a nova atualização de não poder baixar alguns dados/compartilhar.,1,0,8.3.2,2021-12-13 00:11:44,
"Alguém pode me ajudar? Não consegui abrir o Telegran pq pedia atualização. Atualizei, porém só ficava rodando e nada acontecia. Depois de três dias resolvi desativar o aplicativo e baixar novamente. Não está baixando, só fica rodando e nada acontece. O que preciso fazer, por favor me ajudem.",1,0,7.9.3,2021-12-12 22:50:43,
O código não e enviado,1,0,8.3.2,2021-12-12 21:58:27,
"Aplicativo já foi melhor, depois dessas atualização ficou horrível, tudo está demorando pra carregar. Achava que o pfoblema era com minha internet, mas não é. Resolvam isso logo, por favor. Está horrível para carregar imagens, audios e videos.",2,8,8.3.2,2021-12-12 20:56:51,
Me número foi banido,1,0,,2021-12-12 20:47:19,
Sozinho,2,0,,2021-12-12 20:36:21,
sla,2,0,,2021-12-12 20:03:56,
"não vem meu código, desinstalei e vou instalar dnv e testar. se mudar a resenha é pq deu certo agora",1,0,8.3.2,2021-12-12 19:59:32,
Não abre jamais,1,0,8.3.2,2021-12-12 19:38:13,
O meu código de verificação nunca chegou,1,0,8.3.2,2021-12-12 19:17:21,
"Bom o app em si é otimo mas, qnd eu fui criar minha cntt... aconteceu algo bizzarro ..ja havia uma conta em meu número de um cara q falava espanhol..e não era uma simples pessoa e sim um cara q traficava e td mais enfim ..essa foi uma experiência bizarra e eu me pergunto ...aonde ta a minha privacidade??? Isso é algo pra processo",1,0,,2021-12-12 18:39:06,
"Última atualização acabou com o Telegram. Uma pena, era meu principal app.",1,2,8.3.2,2021-12-12 18:05:54,
não to recebendo o código,1,0,,2021-12-12 17:44:03,
"Para entrar no aplicativo precisa de um SMS com um codigo de ativação só que não estou recebendo esse codigo de jeito nenhum, espero que me ajudem nisso",1,0,8.3.2,2021-12-12 17:35:06,
Estava muito bom até atualizarem...,1,1,8.2.7,2021-12-12 16:46:49,
Adorava ele até a última atualização infelizmente ficou horrível agora 😡,1,1,8.3.2,2021-12-12 16:30:33,
A última atualização não me permite mudar de tema. Sempre que tento ele troca para algum já pré-definido.,1,0,8.3.2,2021-12-12 16:07:11,
"Esse celular é do meu filho é achei esse app nele , é estava cheio de grupo pornográfico , vcs não tem vergonha além dos grupos serem públicos qualquer um pode entrar poderia banir esses grupo pelo amor né...",1,0,,2021-12-12 15:41:28,
"Não chega de jeito nenhum o código, chega de outros aplicativos, mas desse aplicativo não chega. Já mandei e-mail,e nada, falei sobre o problema e nada, eu comecei a trabalhar com marketing e necessito do aplicativo, só estou perdendo dinheiro.",1,0,,2021-12-12 15:16:50,
Gosto disso muito desse app,1,0,7.7.2,2021-12-12 14:56:37,
De minuto em minuto chegava notificação chata para atualizar. Fiquei puto e desinstalei kkk,1,0,4.8.4,2021-12-12 14:25:32,
Porque o app esta pendente e não abre.,1,0,,2021-12-12 14:16:55,
Se eu podesse eu colocaria 1 estrela eu ja fiz absolutamente tudo tudo mesmo passei meia hora tentando receber a ***** do codigo e NADA,1,0,,2021-12-12 14:06:35,
Onde foi parar a pasta que era criada no armazenamento interno do celular?,1,3,8.3.2,2021-12-12 13:53:18,
A última atualização tá muito ruim tá nem dando pra acessar os grupos,1,0,8.3.2,2021-12-12 13:50:05,
Horrível... A última atualização estragou o aplicativo.,1,0,8.3.2,2021-12-12 13:23:47,
"Chocada, o app era ótimo! Agora não abre nada....estou revoltada!😡",2,0,8.2.7,2021-12-12 13:06:00,
Horrível ñ imaginei que fosse tão ruim ñ tem como apagar as msg dos grupos o gráfico e pecimo,1,0,8.3.1,2021-12-12 11:57:44,
Faltou adicionar o status...,1,0,8.3.1,2021-12-12 11:23:33,
"O tele Já Foi Muito Top! Hoje em dia do Nada Fica Pesado, trava o Cell Todo, Não Tá Salvando as Mídias Na Galeria, não tá aparece os arquivos atuais pra enviar, enfim.... Tá péssimo.",1,0,,2021-12-12 11:22:22,
"Não atualiza de forma alguma, isso q minha conexão está boa",1,0,8.2.7,2021-12-12 10:25:48,
O aplicativo é bom porém depois dessa Atualização de bloquear conteúdo e baixar mídias ficou péssimo. A premissa de proteger influenciadores e seus conteúdos sendo que agora qualquer pessoa pode fazer coisa errada e usar essa função a seu favor.,1,4,8.3.2,2021-12-12 10:04:22,
O telegram é bom,2,0,7.9.3,2021-12-12 09:22:02,
Ficou muito ruim,1,0,8.1.2,2021-12-12 09:05:59,
Acabaram com Telegram.🤦,1,0,8.3.2,2021-12-12 08:45:11,
N consigo atualizar 😡,1,0,7.9.0,2021-12-12 07:53:11,
E stamos e,1,0,,2021-12-12 07:43:51,
Atualização péssima,1,0,,2021-12-12 07:27:10,
SF o antigo era bem melhor,2,0,,2021-12-12 03:22:52,
"não recebo o código, nem SMS, e nem consigo pedir pelo e-mail melhora isso por favor!.",1,0,8.3.2,2021-12-12 01:35:36,
Não tô conseguindo pesquisar usuário globais,1,0,8.3.2,2021-12-12 01:30:58,
"Uso direto o telegram, mas infelizmente ao acessar hoje não consegui entrar em nenhuma funcionalidade pois informava que era necessário atualizar e ao tentar atualizar, não foi possível. Desinstalei e ao tentar instalar, não consigo mais. Informa que não é possível a instalação do app.",1,0,3.16.1,2021-12-11 23:42:57,
Deveriam colocar para limpar os grupos pois é um monte de mensagem de vários grupos e não dá pra limpar no seu celular.,1,0,8.2.7,2021-12-11 23:34:44,
Quero atualisar app do telegran,1,0,8.3.2,2021-12-11 22:40:30,
ESTOU decepcionado com esse app não consigo enviar mensagem e etc,1,0,8.3.2,2021-12-11 21:25:14,
Toda semana atualização? Tá difícil funcionava tão bem agora tá complicado...,1,0,,2021-12-11 20:30:46,
O aplicativo está com problemas não abre grupos do telegram pede pra atualizar mais já atualizei esta muito ruim,1,0,8.3.2,2021-12-11 20:22:59,
Bem complicado para atualizar.,2,0,8.0.0,2021-12-11 19:58:18,
As atualizações agora favorecem quem quer nos restringir e complicar nossa vida!,2,0,8.3.2,2021-12-11 19:07:03,
Isso n é uma crítica negativa ainda mais por que o app é muito bom mas só queria falar que o código não chega pra min de jeito nenhum E n tem a opção de status,1,0,7.6.0,2021-12-11 19:02:44,
Não consigo entrar mais nos canais e grupos só fica atualizando e não e tea de jeito nenhum...o wi-fi está funcionando normalmente...pq consigo entrar normalmente no whatsapp e no Facebook,1,6,8.2.7,2021-12-11 18:38:52,
Por favor criem um app que envie o código de activação porque está irritando,2,0,8.3.2,2021-12-11 15:40:33,
"Não entra, e toda hora pede pra verificar o número mesmo sem as 2 etapas",1,0,8.3.2,2021-12-11 15:28:40,
Prefiro whastsap,1,0,,2021-12-11 15:11:22,
E uma pena não tô conseguindo entrar mas,2,0,8.3.2,2021-12-11 14:39:24,
"Horrível a nova atualização, era ótimo, mas agora só piora...",1,0,8.3.1,2021-12-11 14:18:46,
Já foi bom não tem privacidade vc escode seu dados dos esta sendo o melhor app para golpista infelizmente,2,0,8.3.2,2021-12-11 13:57:04,
Muito bom,1,0,8.3.1,2021-12-11 13:41:47,
Cada dia pior,1,0,8.2.7,2021-12-11 13:23:36,
Para licia no telegran,2,0,8.3.2,2021-12-11 13:11:37,
Baixei pra brincar com minha irmã,2,0,,2021-12-11 12:50:54,
"Não consigo abrir as mensagens dos grupos, aparece uma mensagem falando para atualizar o APP, mas ele esta atualizado.",1,0,8.3.2,2021-12-11 11:58:42,
ɢᴏᴏᴅ,1,0,7.9.3,2021-12-11 11:46:13,
"Toda hora pede para atualizar ,fuca chato.",2,0,8.3.2,2021-12-11 10:51:03,
Odiei esse bagulho de limitar o conteúdo seja pra salvar quanto encaminhar deixa livre dnv,1,0,8.2.7,2021-12-11 10:49:04,
"Não consigo baixar, só diz que tive muitas tentativas e que pra tentar depois, mas já tem mais 9 horas e ainda não estou conseguindo",1,0,8.3.2,2021-12-11 09:48:29,
Muitos grupos pornográficos e crianças vendendo fotos +18. Não baixem.,1,0,,2021-12-11 09:43:31,
"Era o app mais top. Depois da última atualização, o download não é feito na pasta do celular, só na nuvem. Ficou péssimo. Se não voltar como antes, vou desinstalar porque não é interessante como está. 1 estrela porque não tem opção de 0 estrela.",1,227,8.3.2,2021-12-11 07:38:02,
Não consigo atualizar.,1,0,7.9.3,2021-12-11 07:30:39,
"Antes dessa atualização o app tava bom, agr vc não consegue mais baixar os vídeos, ficou horrível, estragaram o melhor app",1,0,8.3.2,2021-12-11 04:44:37,
Otimo,2,0,8.3.1,2021-12-11 04:05:43,
Era muito bom mas depois da ultima atualizacao quando eu tento baixar algum video ele derruba a velocidade da minha internet wifi a quase 0 Quando corrigir aumento as estrelas,2,0,8.3.2,2021-12-11 03:11:31,
"The app is simply A GARBAGE! I logged out of my account and I just can't login anymore. A message appears on the screen saying to send a code, I don't receive it and if I do, it appears hours after it expired. Fix it! I just missed a lot of important things. I can't even enter through the computer",1,0,8.3.2,2021-12-11 00:10:46,
Enquanto não colocar o bloqueio imediato igual o whatsapp.... e tirar o bloqueio manual não presta,1,1,8.3.1,2021-12-10 23:46:57,
"O app está muito lento, o download dos arquivos antes era rápido, agora com essa att ficou muito lento pra baixar, fora os bugs",1,0,8.3.1,2021-12-10 23:46:57,
Horrível,1,0,7.8.0,2021-12-10 22:48:22,
Olha eu não gostei.Só tem uma coisa imitou totalmente o WhatsApp. Mais falso do que nota de três reais.,2,0,8.3.1,2021-12-10 22:33:48,
Muito lento.,1,4,8.3.1,2021-12-10 22:07:43,
"Depois dessa última atualização, não estou conseguindo enviar imagem editada com Stickers animados, não está enviando gif em grupo e chat privado, também não estou conseguindo colocar vídeo no como imagem de perfil. Resolvam isso, por favor.",2,255,8.3.2,2021-12-10 21:48:45,
Que atualização bomba,1,0,8.3.2,2021-12-10 21:04:28,
Trava demais e exige muito e outros aplicativos,2,0,8.3.0,2021-12-10 20:50:26,
Rosi deal,2,0,,2021-12-10 20:44:28,
"Não salva na galeria tanto automaticamente quanto manualmente usando o botão de salvar na galeria já usei a opção de forçar parada tanto da galeria quando do telegram e não resolveu, nas configurações de chat ativar ou desativar a opção de salvar na galeria também não resolveu, procurar a suposta imagen nos arquivo também não resolveu já que a opção de salvar na galeria não funciona, a única opção é desenstalar e instalar o telegram já é a segunda vez que faço isso para resolver esse problemaA11",1,8,8.3.1,2021-12-10 20:42:30,
"Não é bom como era antes não, fica dizendo que o número é inválido tentei com dois chips e fica dizendo que o número é inválido ! E eu já tive conta com esses dois números",1,0,8.3.1,2021-12-10 20:11:03,
Muito bom,2,0,8.2.7,2021-12-10 19:59:46,
Não está chegando o cód,1,0,,2021-12-10 19:35:38,
Ruim,1,0,8.2.7,2021-12-10 19:33:27,
Retiro tudo que disse antes. Cagaram na atualização e ainda obrigaram a atualizar. Voltando para o whatsapp.,1,0,8.3.1,2021-12-10 19:11:52,
"O app era bom, mais agora a cada atualização ele fica pior, não carrega os arquivos.",1,9,8.3.2,2021-12-10 19:00:19,
ficou um lixo depois da atualização 08/12/2021 . Estou desinstalando o aplicativo .,1,0,,2021-12-10 18:55:25,
O app está muito ruim depois da atualização Perdeu várias funções,1,0,8.3.1,2021-12-10 18:53:30,
Pk nao posso atualizar ??,1,0,8.2.7,2021-12-10 18:36:59,
Nao estou conseguindo ter. Acesso ao aplicativo perde um código mais este nusca aparece chateadas,1,0,8.3.1,2021-12-10 15:21:28,
Boa tarde. Quero fazer uma reclamação por ter bloqueado meu número no telegram sem eu ter feito algo de errado para ferir as polícias do app e assim quero uma solução sobre o ocorrido.,1,0,8.3.1,2021-12-10 15:14:26,
Baixei mas não recebi até o código de confirmação,1,0,8.3.2,2021-12-10 14:54:32,
Não recomendo mas fazer o que,1,0,8.3.2,2021-12-10 13:28:28,
"AMO o app, mas essas últimas atualizações são péssimas! O app está travando e demorando pra carregar. Antes era perfeito :/",1,4,8.3.1,2021-12-10 13:04:58,
"O app sempre foi bom, mas já está começando a desejar, após essas atualizações",2,1,8.3.1,2021-12-10 12:37:21,
Alguém pode me ajudar eu tô baixando mais o código não chega pra aprovar e eu usa lo,1,0,,2021-12-10 12:18:43,
Lixo de app não chega codigo fui banido,1,0,,2021-12-10 11:47:59,
"A última versão é péssima. O aplicativo duplica mensagens, trava alguns celulares a ponto de ter que reiniciar e para fazer temas é horrível porque custa pra salvar o que a gente alterou e ainda por cima, quando você termina tudo, ele nao salva nada e nem deixa você compartilhar o link do tema. Ficou muito ruim!",1,64,8.3.1,2021-12-10 11:39:27,
"Agora tem q baixar duas vezes,era bem melhor antes,baixei uns arquivos pra ver depois e tudo em cache agora,se fosse pra nao ter aqueles arquivos teria q ter a opção pra excluir eles automaticamente quando chegasse a um certo limite ou também ter opção de nao salvar eles mas colocar eles em cache e e tendo que baixar eles novamente pesa mais ainda",1,0,,2021-12-10 11:12:04,
Mais o menos,2,0,8.2.7,2021-12-10 07:42:15,
Top,2,0,,2021-12-09 23:47:54,
"Poxa vou por 1 estrela , não tá chegando condigo de jeito nenhum já reclamei no Google e nada!",1,0,8.3.1,2021-12-09 23:38:33,
"Boa noite! Vou deixar aqui a minha insatisfacao, pois pediram para atualizar e ja faz uma semana q nao carrega mais. Por favor Telegram agiliza",1,0,7.8.0,2021-12-09 23:10:08,
"Depois dessa atualização o app ficou péssimo, muitos bugs e travamentos ao reproduzir videos, e tiraram o download separado por pastas, aki tenho q baixar duas vzs e ocupar 2x mais espaço. Por favor devolvam essa função q era otima e facil de usar, não so por mim mais por tds.",2,67,8.3.1,2021-12-09 22:17:53,
eu sou esperiente,1,0,8.0.0,2021-12-09 22:09:02,
"Estava ótimo, foi só eu mudar meu tema, que começou a voltar para o antigo, já desistalei, mas não para de acontecer, tenho que ir toda hora concertar, uma palhaçada isso",1,5,8.3.1,2021-12-09 21:56:12,
"Fui tentar mandar um arquivo para uma amg, e nao consegui porque eles pedem pra permitir uma permissao de acesso geral a todos os arquivos e quando clico ele nao permite ativar a função, por favor resolver isso! Comecou a ocorrer depois que desinstalei e reinstalei o app, não sei se foi a última atualização ou se foi alguma incompatibilidade com o android 11",1,0,8.3.1,2021-12-09 20:44:09,
Sem código de SMS,1,0,8.2.7,2021-12-09 20:25:34,
não chega o código de verificação,1,0,8.3.1,2021-12-09 19:39:31,
"Do nada fiquei com o meu número bloqueado,enviei mail ninguem responde",1,1,8.3.1,2021-12-09 19:19:07,
Não está dando certo eu baixar esse app,1,0,,2021-12-09 18:07:58,
Está pedindo para atualizar mais não estou conseguindo,1,0,8.0.0,2021-12-09 17:30:00,
Darei mais estrelas se vocês me convenceram que este aplicativo é seguro.,1,0,8.3.1,2021-12-09 15:18:17,
Essa atualização pirou,1,0,7.9.0,2021-12-09 15:10:55,
B b c c ñ Z,2,0,7.9.3,2021-12-09 14:57:30,
