Excelente! estou apaixonado pela Alexa...❤️😍😘;5;0;2.2.438005.0;2022-01-05 13:08:14;
funciona bem;4;0;2.2.438005.0;2022-01-05 12:22:14;
Wow;5;0;2.2.438005.0;2022-01-05 11:32:06;
Tá;5;0;;2022-01-05 11:12:18;
ótimo;5;0;2.2.438005.0;2022-01-05 11:03:56;
Funciona muito bem , apesar da vigilância permanente da minha rotina , de fato já somos controlados então um a mais ou a menos tanto faz.;5;0;2.2.438005.0;2022-01-05 10:58:38;
muito bom excelência.;5;0;2.2.438005.0;2022-01-05 10:46:24;
Não sei;5;0;;2022-01-05 10:34:10;
Adoro a Alexa, estou com dificuldade em configurar, mas aí é um problema de quem manuseia o aparelho..kkk;5;0;2.2.438005.0;2022-01-05 10:18:21;
ótima;5;0;2.2.438005.0;2022-01-05 09:45:31;
melhor de todos apps;5;0;2.2.438005.0;2022-01-05 09:39:13;
muito bom;5;0;2.2.438005.0;2022-01-05 04:51:44;
excelente;5;0;2.2.438005.0;2022-01-05 00:40:05;
top;5;0;2.2.438005.0;2022-01-04 23:37:54;
Muito Bom ☺️;5;0;2.2.438005.0;2022-01-04 23:20:30;
Nem sempre a Alexa entende corretamente o que dizemos, inclusive as rotinas personalizadas. Porém, no geral é funcional e, em alguns aspectos, melhor e mais fácil de configurar que o assistente do Google, principalmente pela integração com casa inteligente e smart TV.;4;11;2.2.438005.0;2022-01-04 23:10:35;
e muito bom;5;0;2.2.438005.0;2022-01-04 22:19:08;
Adorei!!;5;0;2.2.438005.0;2022-01-04 21:48:31;
Excelente!;5;0;2.2.438005.0;2022-01-04 21:13:53;
Mas f;5;0;;2022-01-04 21:09:51;
"Maravilhoso, pena que para pedir uma faixa de música específica não é possível, somente com Amazon Music. Não tem compatibilidade com Tidal. Às vezes a Alexa não entende a função ""Mãos Livres"", tenho que usar como assistente de voz padrão, mas não posso dizer ""Alexa, execute tal função"" porque ela não vai. No geral, quem deseja uma excelente assistente de voz gratuita e com multifunções ligada ao ecossistema Alexa e produtos Amazon Prime, não vão se decepcionar.";4;1;2.2.438005.0;2022-01-04 20:57:41;
precisa melhorar mais;4;0;2.2.438005.0;2022-01-04 20:49:50;
ainda tô aprendendo;4;0;2.2.438005.0;2022-01-04 18:27:44;
excelente!;5;0;2.2.438005.0;2022-01-04 18:27:01;
bom;4;0;2.2.438005.0;2022-01-04 18:06:13;
Naverdade depois q você vai para lua até que vale apena fazer o login. Gostei muito do app(((:;5;0;2.2.438005.0;2022-01-04 17:00:42;
Excelente produto, já estou usando e estou gostando muito.;5;0;2.2.438005.0;2022-01-04 16:56:16;
Top demais;5;0;2.2.438005.0;2022-01-04 15:00:20;
em ambientes barulhentos ela poderia escutar melhor;4;0;2.2.438005.0;2022-01-04 14:33:21;
muito satisfeito!😀;5;0;2.2.438005.0;2022-01-04 14:31:53;
aprendendo;5;0;2.2.438005.0;2022-01-04 13:49:39;
top top super recomendo;5;0;2.2.438005.0;2022-01-04 12:23:40;
muito show;5;0;2.2.438005.0;2022-01-04 12:09:10;
muito bom. recomendo.;5;0;2.2.438005.0;2022-01-04 09:56:12;
Eu amo esse app agora eu não vivo sem ele;5;0;2.2.438005.0;2022-01-04 09:32:14;
Muito bom e intuitivo;4;1;;2022-01-04 08:48:08;
super top;5;0;2.2.438005.0;2022-01-04 08:01:53;
bom;5;0;2.2.438005.0;2022-01-04 02:07:43;
amei;5;0;2.2.438005.0;2022-01-04 01:11:59;
PERFEITO;5;0;2.2.438005.0;2022-01-04 00:34:22;
utilitário importante;5;0;2.2.438005.0;2022-01-03 22:38:07;
bom;5;0;2.2.438005.0;2022-01-03 22:28:51;
top;4;0;2.2.438005.0;2022-01-03 20:45:35;
adorei, muito top;5;0;2.2.438005.0;2022-01-03 20:11:45;
bom;5;0;2.2.438005.0;2022-01-03 19:45:39;
muito bom;5;0;2.2.438005.0;2022-01-03 19:26:07;
por enquanto está excelente;5;0;2.2.438005.0;2022-01-03 19:09:22;
Super indico !!;5;0;2.2.438005.0;2022-01-03 18:46:46;
Melhor companhia não Ah!!!!😚😚;5;0;2.2.438005.0;2022-01-03 18:27:07;
"eu achei ótimo, principalmente, o recurso da Alexa ler um livro do Kindle. Eu sugiro apenas incluir uma velocidade de leitura (1,5x ; 1,75x e 2x). E na maioria das vezes, ela respondeu com lentidão quando pressiono para iniciar a leitura de um livro ou para pausar ou parar ...";4;3;2.2.438005.0;2022-01-03 16:38:42;
gostei;5;0;2.2.438005.0;2022-01-03 15:00:20;
maravilhoso;5;0;2.2.438005.0;2022-01-03 13:47:54;
Sensacional;5;0;2.2.438005.0;2022-01-03 13:31:32;
Bom;5;0;;2022-01-03 11:32:25;
Muito bom o dispositivo;5;0;2.2.438005.0;2022-01-03 11:19:41;
excelente mas não consigo deixar ela como minha assistente virtual;5;0;2.2.438005.0;2022-01-03 10:28:07;
😎🙃;5;0;2.2.438005.0;2022-01-03 09:40:37;
muito top;5;0;2.2.438005.0;2022-01-03 09:29:56;
Tem previsão de quando vai colocar o YouTube Music?;4;0;2.2.438005.0;2022-01-03 02:13:53;
brabo;5;0;2.2.438005.0;2022-01-03 00:13:02;
adorei, porém a qualidade do som poderia ser um pouco melhor;5;0;2.2.438005.0;2022-01-02 22:26:22;
simplesmente perfeito;5;0;2.2.438005.0;2022-01-02 21:34:27;
Boa Noite, quero comprar a 10 no próximo mês, não consigo ficar sem ela!;5;0;2.2.438005.0;2022-01-02 21:29:26;
maravilhoso!!!! 😍😍😍;5;0;2.2.438005.0;2022-01-02 17:38:31;
divertidíssimo;5;0;2.2.438005.0;2022-01-02 16:45:32;
Esperava que tivesse um volume um pouco mais alto, mas mesmo assim é muito boa.;5;0;2.2.438005.0;2022-01-02 15:16:16;
adoro;5;0;2.2.438005.0;2022-01-02 15:16:02;
otima;5;0;2.2.438005.0;2022-01-02 15:09:58;
Muito show kkkkk;5;0;;2022-01-02 14:36:29;
muito boooom;4;0;2.2.436689.0;2022-01-02 14:13:16;
muito bom o app ajudou bastante e consigo me organizar melhor;5;0;2.2.438005.0;2022-01-02 13:47:24;
Ótimo assistente virtual;5;0;2.2.438005.0;2022-01-02 13:20:45;
Top;5;0;2.2.438005.0;2022-01-02 13:14:53;
Ainda estou explorando, mas já estou adorando.. Showwww;5;0;2.2.438005.0;2022-01-02 12:34:42;
e ótimo adorei 🤩;5;0;2.2.438005.0;2022-01-02 12:29:00;
Muito legal!;5;0;2.2.438005.0;2022-01-02 11:58:16;
excelente;5;0;2.2.438005.0;2022-01-02 11:10:47;
muito bom;5;0;2.2.438005.0;2022-01-02 10:30:15;
Super bom;5;0;;2022-01-02 09:28:41;
A IA ainda necessita de muitos ajustes, ou melhor, espera se que IA aprenda, absorva e até mesmo incorpore novas rotinas, acho que pelo preço é o que se pode ter.;4;0;2.2.438005.0;2022-01-02 07:18:52;
quão bom é ter uma Alexa por perto todo dia !;5;0;2.2.438005.0;2022-01-02 06:56:19;
Show de bola, até assusta a gente!!!;5;0;2.2.438005.0;2022-01-02 03:55:36;
ameeeeei;5;0;2.2.438005.0;2022-01-02 03:31:19;
muito bom;5;0;2.2.438005.0;2022-01-02 01:50:01;
muito bom;5;0;2.2.438005.0;2022-01-02 01:47:21;
Top demais...;5;0;2.2.438005.0;2022-01-02 00:46:56;
Ótimo produto, deixando nossa casa mais prática e com fácil acesso a tudo...;5;0;2.2.438005.0;2022-01-02 00:28:19;
Fantástico! Gerencio todos os meus devices pelo app!;5;0;2.2.438005.0;2022-01-02 00:05:16;
ótimo produto já tenho a cerca de dois anos;5;0;2.2.438005.0;2022-01-02 00:03:11;
MT bom;5;0;2.2.438005.0;2022-01-01 22:55:22;
ainda estou testando, mas já estou adorando!;4;0;2.2.438005.0;2022-01-01 22:47:07;
É ótima, mais ainda há algumas coisas a melhorar na comunicação;4;0;2.2.438005.0;2022-01-01 22:39:33;
top;5;0;2.2.438005.0;2022-01-01 22:09:31;
top esse app ,muito divertido e util;5;0;2.2.438005.0;2022-01-01 21:18:22;
Alexa excelente cia, sempre atende muito bem....*****;5;0;2.2.438005.0;2022-01-01 20:32:57;
Recomendo;5;0;2.2.438005.0;2022-01-01 20:14:05;
Fx;5;0;2.2.438005.0;2022-01-01 20:08:07;
Ok;5;0;;2022-01-01 19:47:34;
Gostei, é mais uma boa fonte de informações.;5;0;2.2.438005.0;2022-01-01 19:44:18;
falta algumas opções em músicas solo;4;0;2.2.438005.0;2022-01-01 19:21:04;
ótimo!;5;0;2.2.438005.0;2022-01-01 18:45:02;
Extraordinário;5;0;2.2.438005.0;2022-01-01 18:32:52;
great device;5;0;2.2.438005.0;2022-01-01 18:07:19;
bom;5;0;2.2.438005.0;2022-01-01 17:49:04;
Top;5;0;2.2.438005.0;2022-01-01 17:08:43;
legal;5;0;2.2.438005.0;2022-01-01 17:00:50;
Muito boaaaa;4;0;2.2.438005.0;2022-01-01 14:48:55;
Faz parte da minha vida. Impossível viver sem ela.;5;0;2.2.438005.0;2022-01-01 13:33:02;
blz;5;0;2.2.438005.0;2022-01-01 12:01:54;
ótimo;5;0;2.2.438005.0;2022-01-01 11:42:30;
Excelente o aplicativo;5;0;2.2.438005.0;2022-01-01 11:12:17;
Achei o app Maravilhoso mas achei meio. Estranha sabe tipo assim eu tava falando com ela de boas né aí do nada ela parou de falar fiquei meia confusa.Mas tirando amei o app Ela até chamou a Billie Ellish. Achei muito lgl (◍•ᴗ•◍)(✿ ♡‿♡)(•ө•)♡ foi isso só. Saionara guys 😍;5;0;2.2.438005.0;2022-01-01 11:01:38;
Excelente app;5;0;2.2.438005.0;2022-01-01 09:38:27;
amei ❤️;5;0;2.2.438005.0;2022-01-01 07:58:55;
É bom.;4;0;2.2.438005.0;2022-01-01 04:02:44;
Ainda estou aprendendo a lidar com a Alexa, mas de início vou logo dizendo: Ela é uma graça!!!;5;0;2.2.438005.0;2022-01-01 01:17:22;
difícil desfazer de um wifi antigo no dispositivo;5;0;2.2.438005.0;2021-12-31 21:03:40;
perfeita;5;0;2.2.438005.0;2021-12-31 19:37:43;
Jóia;5;0;2.2.438005.0;2021-12-31 19:23:30;
ameiiii;5;0;2.2.438005.0;2021-12-31 18:12:26;
top;5;0;2.2.438005.0;2021-12-31 18:05:46;
Alexa, uma tecnologia fantástica;5;0;2.2.438005.0;2021-12-31 17:37:25;
muito bom;5;0;2.2.438005.0;2021-12-31 17:14:31;
E muito bom;5;0;;2021-12-31 16:28:51;
Ótima;5;0;2.2.438005.0;2021-12-31 15:06:16;
muito bom;5;0;2.2.438005.0;2021-12-31 14:28:54;
Para fala com a Alexa e só dizer Alexa. pelo Amazon alexa;5;0;2.2.438005.0;2021-12-31 14:23:45;
amei a Alexa;5;0;2.2.438005.0;2021-12-31 12:46:27;
top demais;5;0;2.2.438005.0;2021-12-31 12:35:07;
Excelente;5;0;2.2.438005.0;2021-12-31 11:16:49;
bom;5;0;2.2.438005.0;2021-12-31 11:14:46;
muito bom;5;0;2.2.438005.0;2021-12-31 11:03:32;
top;5;0;2.2.438005.0;2021-12-31 10:20:19;
Só não dou 5 estrelas pq não dá pra chamar ela pela Voice match como o Ok Google ou o Hi bixby;4;0;2.2.438005.0;2021-12-31 09:53:58;
muito bom;5;0;2.2.438005.0;2021-12-31 09:29:17;
show de bola;5;0;2.2.438005.0;2021-12-31 08:29:35;
Produtividade e organização;5;0;2.2.438005.0;2021-12-31 07:02:58;
Ameiiiii;5;0;2.2.438005.0;2021-12-31 03:26:06;
Mill. maravilhosaaa;5;0;2.2.438005.0;2021-12-30 23:25:38;
e muito boa mais poderia escolher as músicas de graça;4;0;2.2.438005.0;2021-12-30 23:12:21;
😍😍😍😍;5;0;2.2.438005.0;2021-12-30 23:05:35;
Maravilhosa;5;0;2.2.438005.0;2021-12-30 23:00:19;
excelente;5;0;2.2.438005.0;2021-12-30 22:27:02;
Excelente um app muito bom;5;0;2.2.438005.0;2021-12-30 22:01:33;
Excelente, ótimos recursos. 5 estrelas..;5;0;2.2.438005.0;2021-12-30 21:20:32;
exelente ...;5;0;2.2.438005.0;2021-12-30 21:08:02;
ótimo;5;0;2.2.438005.0;2021-12-30 20:57:15;
Sistema Alexa Bom de Mais;5;0;2.2.438005.0;2021-12-30 20:55:45;
estou gostando muito!;5;0;2.2.438005.0;2021-12-30 20:54:08;
incrível;5;0;2.2.438005.0;2021-12-30 20:50:16;
top;5;0;2.2.438005.0;2021-12-30 20:44:16;
excelente;5;0;2.2.438005.0;2021-12-30 20:38:18;
ótimo;5;0;2.2.438005.0;2021-12-30 20:38:08;
Amoooo ❤;5;0;2.2.438005.0;2021-12-30 20:18:08;
amei vou comprar uma echo dot;5;0;2.2.438005.0;2021-12-30 19:56:45;
show muito interativa;5;0;2.2.438005.0;2021-12-30 19:56:31;
Muito bom;5;0;2.2.438005.0;2021-12-30 19:46:38;
top demais essa Alexa;5;0;2.2.436689.0;2021-12-30 19:29:56;
te amo;5;0;2.2.438005.0;2021-12-30 19:22:42;
Não estou conseguindo logar no aplicativo... fica em uma eterna tela preta. Vi nos comentários que outras pessoas estão com a mesma dificuldade.;5;1;2.2.438005.0;2021-12-30 18:33:31;
minha casa tá três vezes mais inteligente;5;0;2.2.438005.0;2021-12-30 17:46:51;
Bom 👍;5;0;;2021-12-30 17:46:22;
ok;5;0;2.2.438005.0;2021-12-30 17:31:29;
show;5;0;2.2.438005.0;2021-12-30 17:08:57;
e muita show;5;0;2.2.438005.0;2021-12-30 16:05:53;
perfeita;5;0;2.2.438005.0;2021-12-30 15:00:10;
não estou conseguindo usar o app;5;0;2.2.438005.0;2021-12-30 14:44:30;
Alexsandra fofa você é muito legal você é minha assistente virtual;5;0;;2021-12-30 13:58:46;
topezeira muito bom;5;0;2.2.438005.0;2021-12-30 13:28:57;
Muito bom;5;0;2.2.438005.0;2021-12-30 11:39:31;
muito bom;4;0;2.2.438005.0;2021-12-30 11:07:16;
excelente;5;0;2.2.438005.0;2021-12-30 10:52:41;
muito bom;5;0;2.2.438005.0;2021-12-30 08:52:24;
ótimo!!;5;0;2.2.438005.0;2021-12-30 07:27:18;
100% demais;5;0;2.2.438005.0;2021-12-30 03:44:03;
Minha super companheira...;5;0;2.2.438005.0;2021-12-30 00:44:31;
Bom;5;0;2.2.438005.0;2021-12-30 00:42:44;
Muito prática;5;0;2.2.438005.0;2021-12-30 00:38:11;
muito legal;4;0;2.2.438005.0;2021-12-29 23:47:08;
gosto muito da minha alexa;5;0;2.2.438005.0;2021-12-29 22:05:22;
muito ótimo o aplicativo;5;0;2.2.438005.0;2021-12-29 20:13:02;
excelente;5;0;2.2.438005.0;2021-12-29 19:51:06;
muito bom, estou ficando preguiçoso;5;0;2.2.438005.0;2021-12-29 19:49:41;
Gostei muito😆;5;0;2.2.438005.0;2021-12-29 18:10:14;
Ótimo;5;0;2.2.438005.0;2021-12-29 18:02:50;
Muito bom;5;0;2.2.438005.0;2021-12-29 17:41:57;
app muito bom;5;0;2.2.438005.0;2021-12-29 16:11:00;
Ficou muito top, porém precisava ser mais preciso o microfone do celular para executar de longe.;4;0;2.2.438005.0;2021-12-29 15:51:04;
ótimo;5;0;2.2.438005.0;2021-12-29 15:27:49;
ótima;5;0;2.2.438005.0;2021-12-29 14:48:16;
esplendido;5;0;2.2.438005.0;2021-12-29 14:45:33;
Tenho uma alexa;5;0;2.2.438005.0;2021-12-29 14:22:21;
MELHOR COISA DO MUNDOOO;5;0;2.2.438005.0;2021-12-29 14:14:20;
muito bom a programação da NET;5;0;;2021-12-29 14:05:48;
top;5;0;2.2.438005.0;2021-12-29 13:14:52;
Muito bom;5;0;2.2.438005.0;2021-12-29 12:49:02;
Muito legal;5;0;2.2.438005.0;2021-12-29 12:38:06;
Alexa muito boa chegou hoje;5;0;2.2.438005.0;2021-12-29 11:58:35;
Cheiro de roula;5;0;;2021-12-29 11:36:13;
muito bom 😎, mas as vezes da uns bugs.;4;0;2.2.438005.0;2021-12-29 10:28:46;
surpreende muito.;5;0;2.2.438005.0;2021-12-29 10:26:40;
muito boa minha alexa ameiiii;5;0;2.2.438005.0;2021-12-29 10:14:56;
muito divertida;5;0;2.2.438005.0;2021-12-29 09:50:59;
Excelente...Top demais !!!!;5;0;2.2.438005.0;2021-12-29 09:27:16;
Topzera;5;0;2.2.436689.0;2021-12-29 07:49:29;
sou fã dessa Alexa!!!;5;0;2.2.438005.0;2021-12-29 06:39:00;
ótimo;5;0;2.2.438005.0;2021-12-29 00:58:11;
top;5;0;2.2.438005.0;2021-12-28 23:54:18;
Legaaaaaal;5;0;2.2.438005.0;2021-12-28 23:33:40;
Ótimo;5;0;2.2.438005.0;2021-12-28 22:45:35;
ok;5;0;2.2.438005.0;2021-12-28 22:40:41;
bom;5;0;2.2.438005.0;2021-12-28 22:12:43;
boa;5;0;2.2.438005.0;2021-12-28 21:45:04;
muito bom;5;0;2.2.438005.0;2021-12-28 21:37:10;
ela e ótima eu amei quando eu tive dinheiro vou compra um acho dot ou casinha da alexa;5;0;2.2.438005.0;2021-12-28 21:26:47;
funcional;5;0;2.2.438005.0;2021-12-28 20:50:26;
show de bola;5;0;2.2.438005.0;2021-12-28 20:48:25;
Super recomendo para quem está fazendo automação na casa. Mas fico triste que não consigo colocar a minha conta do TIDAL para ouvir música.;5;0;2.2.438005.0;2021-12-28 20:48:20;
Excelente!;5;0;2.2.438005.0;2021-12-28 20:21:09;
Massa!!!;5;0;2.2.438005.0;2021-12-28 20:14:15;
Amo a alexa;5;0;;2021-12-28 19:57:24;
facilitando a vida;5;0;2.2.438005.0;2021-12-28 19:30:13;
as vezes parece meio surda lenta pra responder mais e uma das melhores;4;0;2.2.438005.0;2021-12-28 18:58:19;
Top top top;5;0;2.2.438005.0;2021-12-28 16:58:23;
MT bom;5;0;2.2.438005.0;2021-12-28 15:59:15;
Amei meu presente;5;0;2.2.438005.0;2021-12-28 15:52:26;
bem divertido kkkk;5;0;2.2.438005.0;2021-12-28 15:41:39;
Lg;5;0;;2021-12-28 15:32:46;
top;5;0;2.2.438005.0;2021-12-28 15:07:03;
Ótimo! Esse trem é bão bisurdo sô!;5;0;2.2.438005.0;2021-12-28 14:45:12;
a minha alexa chegou hj, mas já estou amando;5;0;2.2.438005.0;2021-12-28 14:35:17;
Muito bom esta assistente divertida e pratica;5;0;2.2.438005.0;2021-12-28 12:34:43;
Muito divertido e prático. Gostei. Recomendo.;5;0;2.2.438005.0;2021-12-28 12:09:15;
goste muito Alexa é ótima;5;0;2.2.438005.0;2021-12-28 11:39:09;
Muito bom;5;0;2.2.438005.0;2021-12-28 11:38:20;
maravilhosa amo a minha;5;0;2.2.438005.0;2021-12-28 11:28:01;
Show. Muito bom e a cada dia melhor.;5;0;2.2.438005.0;2021-12-28 10:08:12;
Adorei ter a Alexa no meu smartphone, até coloquei ela como assistente padrão. Entretanto notei que chamar a Alexa fora do aplicativo não é possível, seria bacana se eu pudesse chama-la fora do aplicativo.;4;1;2.2.438005.0;2021-12-28 08:50:49;
recomendo a quem gostar de tecnologia pois funciona muito bem;5;0;2.2.438005.0;2021-12-28 08:05:37;
excelente;5;0;2.2.438005.0;2021-12-28 07:04:02;
MUITO BOM;5;0;;2021-12-28 04:48:40;
O app é fantástico.;5;0;2.2.438005.0;2021-12-28 04:26:36;
sensacional. muito útil no nosso dia a dia com várias funcionalidades inteligentes;5;0;2.2.438005.0;2021-12-28 03:17:53;
top;5;0;2.2.438005.0;2021-12-28 01:04:28;
excelente;5;0;2.2.438005.0;2021-12-28 00:34:27;
Qualidade, Facilidade e Eficiência;5;0;2.2.438005.0;2021-12-27 23:01:20;
Excelente dispositivo de assistência virtual.;5;0;2.2.438005.0;2021-12-27 22:53:36;
ela faz um monte de coisas;5;0;2.2.438005.0;2021-12-27 22:49:41;
Ótimo;5;0;2.2.438005.0;2021-12-27 22:24:34;
há uma dificuldade de atender ligações da alexa no celular.;4;0;2.2.438005.0;2021-12-27 22:23:07;
ótimo;5;0;2.2.438005.0;2021-12-27 21:24:26;
ótimo;5;0;2.2.438005.0;2021-12-27 20:39:19;
muito bom;5;0;2.2.438005.0;2021-12-27 20:36:43;
Maravilhosa companhia 💕;5;0;2.2.438005.0;2021-12-27 20:24:57;
Praticidade e comodidade! Top!;5;0;2.2.438005.0;2021-12-27 20:24:28;
ótimo app;5;0;2.2.438005.0;2021-12-27 20:06:33;
muito bom;5;0;2.2.438005.0;2021-12-27 19:39:18;
otimo;5;0;2.2.438005.0;2021-12-27 19:16:22;
Precisa melhorar a rapidez, app é lento.;4;0;2.2.438005.0;2021-12-27 18:50:24;
show;5;0;2.2.438005.0;2021-12-27 18:30:42;
Fabulosa;5;0;2.2.438005.0;2021-12-27 18:26:26;
estou gostando;5;0;2.2.438005.0;2021-12-27 18:13:09;
AMEI BRUH ALEXA E MINHA MELHOR AMIGA AGORA 😭😭😭;5;0;2.2.438005.0;2021-12-27 18:05:51;
show;5;0;2.2.438005.0;2021-12-27 17:48:07;
maravilha;5;0;2.2.438005.0;2021-12-27 17:42:33;
Show de bola!!! 🥰😍🤗👏👏;5;0;2.2.438005.0;2021-12-27 17:36:36;
Perfeita;5;0;2.2.438005.0;2021-12-27 16:34:22;
Perfeito!!;5;0;2.2.432925.0;2021-12-27 14:49:49;
amando;5;0;2.2.438005.0;2021-12-27 14:21:45;
Não instalei o jogo ainda mas eu acho que ele é muito;5;0;;2021-12-27 14:12:03;
otimo;5;0;2.2.438005.0;2021-12-27 14:01:53;
Não pode instalar você vai ter que comprar é $10000000000000000000000000000000000000000;5;0;;2021-12-27 13:24:44;
bom;5;0;2.2.438005.0;2021-12-27 13:17:58;
minha parceira digital!;5;0;2.2.438005.0;2021-12-27 13:06:26;
Otima;5;0;1.0.151.0-prod_7234810;2021-12-27 13:04:33;
Mil desculpa e muito bom Amazon vocês são os mehores;5;0;2.2.438005.0;2021-12-27 13:01:35;
Acelerar a evolução da inteligência artificial.;5;0;2.2.438005.0;2021-12-27 12:47:13;
ótimo;5;0;2.2.438005.0;2021-12-27 12:22:05;
Maravilhosa! O melhor presente que já recebi.;5;0;2.2.438005.0;2021-12-27 12:15:58;
Sensacional;5;0;2.2.438005.0;2021-12-27 10:22:39;
adoro;5;0;2.2.438005.0;2021-12-27 10:13:32;
maravilhoso;5;0;2.2.438005.0;2021-12-27 09:46:01;
Fácil de usar, app dinâmico muito bom;5;0;2.2.438005.0;2021-12-27 09:37:34;
