Urgente a Alexa falar português de Portugal, pode ser uma ajuda muito útil para pessoas de idade e pessoas com deficiência. Aguardo por uma reposta rápida !!;3;0;2.2.438005.0;2021-12-16 16:12:02;
muito lento no celular;3;0;2.2.438005.0;2021-12-16 12:11:42;
O aplicativo trava minha internet, por isso 03;3;0;2.2.438005.0;2021-12-16 10:48:11;
Falta integração com YouTube music;3;0;2.2.438005.0;2021-12-16 07:15:44;
no android o app é muito lento;3;0;2.2.438005.0;2021-12-15 21:35:55;
E muito bom mas pode melhorar ainda mais, como por exemplo habilitar perguntas continuas e ela responder sem ter que dizer repetidamente Alexa antes de cada pergunta.;3;0;2.2.438005.0;2021-12-15 18:49:49;
Apesar de ser bom, precisa ser mais interativo... maior facilidade...;3;0;2.2.438005.0;2021-12-14 20:37:27;
ainda faltam muitas funções;3;0;2.2.438005.0;2021-12-14 17:22:48;
bom;3;0;2.2.438005.0;2021-12-14 16:18:08;
ela tem dificuldade para entender;3;0;2.2.438005.0;2021-12-14 09:31:33;
as direções para executar ações são um pouco confusas;3;0;2.2.438005.0;2021-12-13 21:57:03;
não é tão precisa assim, tem muitas falhas.;3;0;2.2.438005.0;2021-12-13 20:39:43;
pouco intuitivo;3;0;2.2.438005.0;2021-12-13 19:31:49;
Tem tudo para ser fantástico, porém o aplicativo é lento... demora a responder.;3;0;2.2.438005.0;2021-12-13 10:49:19;
Bom;3;0;2.2.438005.0;2021-12-12 23:26:34;
Eee..;3;0;2.2.438005.0;2021-12-12 22:47:23;
Novo Feedback Vamos lá: Hoje : 3 echo Dot 3°geracao 1 echo show 8 1 infravermelho Para as 2 TVs 1 Smart TV com Alexa integrada 1 sonoff rf ( coloquei em uma fechadura elétrica comum com um interruptor de campainha) 1 sonoff mini 1 válvula solenóide ligada com 1 sonoff mini pra agoar o jardim 2 sonoff mini desligados ( ventilador/ cafeteira 1 interruptor 2 botões 1 interruptor 3 botões 1 interruptor 4 botões Muitos bugs quando cai a internet ou falta de energia por isso nota 5 de 10;3;0;2.2.438005.0;2021-12-12 11:24:29;
Aplicativo interessante;3;0;;2021-12-12 11:21:42;
complicado entender;3;0;2.2.438005.0;2021-12-12 00:47:26;
A lista de compras deveria ter leitor de código de barras para somar o valor do produto automaticamente e também para fazer comparação com outros supermercados.;3;0;;2021-12-11 17:57:51;
Aplicação meio em português de Portugal e meio inglês. Podia ter uma opção para transferir todas as rotinas de uma só vez para outro utilizador família. É pena a Alexa ainda não falar Português de Portugal. Estou a tentar desenvolver uma skill para a Alexa utilizar a minha smart TV para visualizar conteúdos do YouTube e fazer vídeo chamadas. Existem problemas de sincronização com as skills como o Smart Life e o Magic Home. Os switch de persianas só aparecem depois de abrir o desportivo um a um.;3;23;2.2.438005.0;2021-12-11 15:17:09;
Ainda falta falar PT-PT;3;0;2.2.436689.0;2021-12-10 08:36:56;
Razoável;3;13;2.2.361946.0;2021-12-10 07:55:51;
falta mas distância de voz às vezes ela falha baste por falta de comunicação;3;0;2.2.438005.0;2021-12-09 21:12:23;
Não consegui criar um perfil de voz! Aparece que teve um problema com a conexão.;3;0;2.2.436689.0;2021-12-09 18:43:51;
Aplicativo muito lento. Trava toda hora.;3;0;2.2.438005.0;2021-12-09 18:09:19;
bem bom;3;0;2.2.438005.0;2021-12-09 16:06:23;
Depois da última atualização, o echo dot não reconhece a rede e com isso não tem mais função. Verificar urgente esse problema.;3;0;2.2.438005.0;2021-12-09 12:25:24;
Só acho que deveria estar em português;3;0;2.2.438005.0;2021-12-08 21:32:05;
ela não encontra coisas que as vezes ela já havia encontrado antes;3;0;2.2.436689.0;2021-12-08 19:48:07;
Ao menos comigo, vem travando muito e não reconhece bem a fala, diferentemente do assistente do Google;3;0;2.2.436689.0;2021-12-08 19:02:20;
Por mais q configure a localização e a tv ela não funciona;3;0;2.2.436689.0;2021-12-08 16:25:30;
A app ainda está muito lenta;3;0;2.2.436689.0;2021-12-08 09:19:52;
Alexa é ótimo, mas a distribuição de funcionalidades e opções em tela é muito confuso.;3;1;2.2.438005.0;2021-12-08 07:38:43;
O aplicativo tem que melhorar muito em questão de estabilidade e o uso correto de telas quando se usa o botão Voltar.;3;0;2.2.436689.0;2021-12-07 21:49:27;
não vincula spotify;3;0;2.2.436689.0;2021-12-07 21:36:21;
As skills não funcionam, quanto tempo a Amazon vai precisar pra consertar? Vergonha isso. Skills don't work, how long will Amazon need to fix? shame that;3;1;2.2.438005.0;2021-12-07 20:33:33;
Serviços Alexa com os servidores i2go home sem funcionar o que houve ?;3;0;2.2.436689.0;2021-12-07 19:32:20;
Aplicativo muito bom, porém está com extrema lentidão. Isso é o suficiente pra cair de 5 pra 3 estrelas;3;0;2.2.436689.0;2021-12-07 19:11:51;
Hoje 07/12 o sistema como todo da Alexa deixou de funcionar!!;3;0;2.2.436689.0;2021-12-07 19:10:16;
Quando a base de dados na nuvem não para de responder é legal. De vez em quando ela não reconhece nada em casa apesar de estar funcionando no aplicativo Smart Life. Daí quando abre no aplicativo da Amazon (Alexa) as skills não carregam. por isso ela não reconhece mais os comandos de voz.;3;1;2.2.436689.0;2021-12-07 19:04:37;
Péssimo aplicativo, lento, trava direto e não faz quase nada.;3;0;;2021-12-07 18:59:47;
Aplicativo era excelente, mas ultimamente está apresentando muita falha de conexão e suas skills com muitos problemas, assim as Echos acabam perdendo sua principal utilidade, que seria a conectividade com outros aparelhos.;3;3;2.2.436689.0;2021-12-07 18:55:13;
Bom, porém mal otimizado pra diversos aparelhos;3;0;;2021-12-07 18:52:10;
Está dando erros de conectividade os o aparelhos fala que não está encontrando as músicas do spotfy não liga é nem desliga mas a TV entre outros problemas que tá apresentando... por favor corrijam os erros;3;1;2.2.436689.0;2021-12-07 18:41:35;
minha TV LG não se conectar com a alexa;3;0;2.2.438005.0;2021-12-07 17:55:46;
Ia bem,mas agora tive problemas;3;0;2.2.436689.0;2021-12-07 17:40:03;
app muito bugado, as integração sempre falham na hora de conectar e simplesmente não consigo vincular minha conta do Spotify porque o botão não está clicável;3;2;2.2.438005.0;2021-12-07 17:17:12;
não está funcionando no momento, voltando a funcionar avalio melhor.;3;0;2.2.436689.0;2021-12-07 15:50:39;
aplicativo travado. ultimamente a minha Alexa deixou de reconhecer a minha conta do Spotify;3;0;2.2.436689.0;2021-12-07 14:49:00;
Podia encher no celular sem precisar entrar no app da Alexa;3;0;2.2.438005.0;2021-12-06 15:45:51;
já era tempo de ter tudo em português!;3;0;2.2.436689.0;2021-12-06 14:50:06;
não posso adicionar o Youtube no aplicativo.;3;0;2.2.436689.0;2021-12-06 14:14:22;
Não consigo ter a App em português! Há alguma forma de obter a App em vez de estar tudo escrito em inglês, para português? Obrigado;3;0;2.2.436689.0;2021-12-06 08:04:43;
pode melhorar mais;3;0;2.2.436689.0;2021-12-05 19:37:06;
é meio complicadinho de início mais eu acho que aprendo;3;0;2.2.436689.0;2021-12-05 19:07:43;
Deu bastante incomodo para configurar o echo 4. O aparelho é bom, mas tem algumas vezes que não reconhece o que a gente quer ouvir. O aplicativo deveria ter a opção para digitar a música, álbum ou artista que a pessoa quer reproduzir na echo. Peca muito nisso.;3;0;;2021-12-05 11:12:54;
a usabilidade não é boa, o app demora a responder e trava muito. O aparelho é ótimo, só o app que deixa a desejar.;3;0;2.2.436689.0;2021-12-04 14:30:38;
estou aprendendo;3;0;2.2.436689.0;2021-12-04 09:32:03;
app lento e com travamentos constantes.;3;0;2.2.436689.0;2021-12-04 08:17:52;
Aguardando Modo Guardião;3;0;2.2.436689.0;2021-12-03 22:26:26;
Interface pouco intuitiva;3;0;2.2.436689.0;2021-12-03 20:38:30;
O App é bom mais falta a opção de Alexa receber comando de voz com a tela do celular bloqueada..;3;0;2.2.436689.0;2021-12-03 12:40:40;
bom;3;0;2.2.436689.0;2021-12-03 09:28:52;
Durante a leitura de livros, Alexa fica repetindo o capítulo atualao invés de prosseguir para o próximo capítulo;3;0;2.2.435197.0;2021-12-02 22:48:41;
Muito lento no meu smartphone Samsung A30s;3;0;2.2.436689.0;2021-12-02 21:11:39;
a vezes, lento.;3;0;2.2.436689.0;2021-12-02 20:04:32;
muito confuso;3;0;2.2.436689.0;2021-12-02 12:08:09;
estou notando mutas falhas no app;3;0;2.2.436689.0;2021-11-30 21:52:55;
poderia ter mais opções;3;0;2.2.436689.0;2021-11-30 17:41:07;
vou dá 3 estrelas , estou amando a experiência com o app. volto a avalizar quando passar mais tempo curtindo o app.;3;0;2.2.436689.0;2021-11-30 12:27:19;
Muito bom.;3;0;2.2.436689.0;2021-11-30 09:03:25;
ainda estou testando..;3;0;2.2.436689.0;2021-11-29 05:43:46;
O aplicativo é muito bom. mas é muito complicado de mexer;3;0;2.2.436689.0;2021-11-29 02:45:01;
"Não aparece a opção para controle remoto por câmera. Nas configurações, não aparece o item ""câmera"".";3;0;2.2.436689.0;2021-11-28 23:03:17;
Falta skill usar uma echo show como retrato digital com fotos do google photos ou mesmo um álbum no armazenamento interno. Parece que produtos Amazon não querem integrar com nada da google e isso é ruim.;3;0;2.2.436689.0;2021-11-28 22:02:43;
Muito bom, MAS, muito lento ao trocar funções e skills. Ao clicar demora MUITO para executar a função. Precisa melhorar o desempenho.;3;1;2.2.436689.0;2021-11-28 20:07:15;
App funciona de maneira razoável, nas demora a carregar algumas telas.;3;1;2.2.436689.0;2021-11-28 19:50:04;
Nada de mais;3;0;;2021-11-28 10:07:01;
Aplicativo não está permitindo inserir endereços de casa, trabalho, etc. Isso inviabiliza a Alexa calcular as rotas.;3;1;2.2.436689.0;2021-11-28 08:10:02;
Bom;3;0;2.2.375370.0;2021-11-27 18:55:09;
não interpreta bem os comandos como o Google...;3;0;2.2.436689.0;2021-11-27 10:36:56;
Nao ah como mudar a fonte para acessibilidade. Aplicativo lento na mudança de abas, as vezes congela. Nao aparece o intens adicionados na lista, as vezes so depois de horas.;3;1;2.2.436689.0;2021-11-26 15:22:02;
"Estava 5 estrelas, mas depois da última atualização que fiz na data de ontem 25/11/2021, infelizmente a Alexa está inútil; não ativa função alguma. Adoro as funcionalidades do app e espero que a Amazon corrija o quanto antes, pois sei que a empresa tem competência para isso.";3;11;2.2.436689.0;2021-11-26 08:15:20;
diversos skills apresentam limitação.;3;0;2.2.436689.0;2021-11-26 00:58:51;
Por enquanto, aprendendo. Pode ser que mude mais tarde!;3;0;2.2.436689.0;2021-11-25 15:14:29;
APP não está totalmente em português. É frustrante. Necessário corrigirem esta falha.;3;0;2.2.436689.0;2021-11-24 21:27:26;
n liga televisão e nem usa os recursos dela;3;0;2.2.436689.0;2021-11-24 04:39:30;
contonua lento no meu celular;3;0;2.2.435306.0;2021-11-23 23:01:31;
App trava demais e demora no tempo de resposta;3;0;2.2.435306.0;2021-11-23 17:54:33;
como posso avaliar com O bom, se a cada tentativa de ativar a Alexa, o programa me exige a senha cadastrada, porém, mesmo colocando a senha correta, ela dá como senha incorreta e não me atende.;3;0;2.2.435306.0;2021-11-21 10:28:10;
Precisa de mais opções;3;0;2.2.435306.0;2021-11-21 09:20:47;
Bom;3;0;;2021-11-20 16:32:57;
bom;3;0;2.2.435306.0;2021-11-20 09:03:34;
Controla bem todas as funções. Só é meio laggy, mesmo para octacores.;3;0;2.2.435306.0;2021-11-19 15:41:10;
media;3;0;2.2.435197.0;2021-11-18 23:31:24;
muito bom;3;0;2.2.435197.0;2021-11-18 12:58:27;
Aplicativo lento, muito lento... Qualquer coisa que você faça com ele é clicar e esperar uns 10 segundos. E não estou falando de comando de voz não! É tudo: abrir menu, selecionar algo... Incrível como a Amazon peça desse jeito.;3;7;2.2.435306.0;2021-11-17 22:46:21;
falta o app ser mais fácil de usar;3;0;2.2.435197.0;2021-11-17 17:32:06;
tem que melhorar o app ta muito pesado no meu celular;3;0;2.2.435306.0;2021-11-17 15:01:25;
muito lento;3;0;2.2.435197.0;2021-11-16 22:02:00;
As vezes não reconhece, o Google tem uma experiência melhor.;3;0;2.2.435197.0;2021-11-16 18:28:55;
O app trava e demora a dar resposta ao toque;3;0;2.2.435197.0;2021-11-16 05:44:41;
Estava gostando muito do app, mas de repente em várias vezes eu dou um comando e ela recebe, cai nas notificações no topo do dispositivo mas não executa ação nenhuma! Com ótimo sinal de Internet! Dispositivo no modo som normal. Meu dispositivo é um Samsung A20 FE. Arrumem por favor!;3;2;2.2.435197.0;2021-11-15 22:10:56;
App da muito problema. Muito dificuldade em mandar música para despositivos instalados em casa e a leitura do lisvors do Kindle ficam voltando sem controle sem seguir umanseguenciande leitura.;3;0;2.2.435197.0;2021-11-15 09:21:49;
No celular S8, alexa não reconhece o wifi. Acredito que celular seja incompatível, outros celulares deu certo;3;0;2.2.435197.0;2021-11-12 07:16:06;
A Alexa precisa melhorar.;3;0;2.2.435197.0;2021-11-11 22:47:15;
Não conecta nenhum dispositivo, NENHUM.;3;0;2.2.435197.0;2021-11-11 20:00:55;
Ultimamente anda muito bugado já foi bom;3;0;2.2.435197.0;2021-11-11 10:02:39;
Aplicativo Mediano;3;0;2.2.435197.0;2021-11-10 23:07:38;
A comunicação do app com a echo e os recursos de automação são muito bons, porém o app é muito lento, pelo menos no meu smartphone, xiaomi note 7. Octacore 2.2 e 4gb ram;3;1;2.2.435197.0;2021-11-10 20:06:41;
Falta a opção para programar a exibição ou não do display de Led (relógio). A noite ele atrapalha. Fica muito claro.;3;4;2.2.432925.0;2021-11-10 18:14:00;
Boa!;3;0;2.2.432925.0;2021-11-10 17:49:13;
Ficou muito bom os botões de favoritos que criaram, mas para ficarem realmente práticos deveriam estar disponíveis com um widget e/ou no centro de controle (acionado ao puxar o lado direito para baixo);3;15;2.2.435197.0;2021-11-10 15:39:06;
Estou gostando da experiência mas acho o aplicativo ainda um pouco pesado no sentido que demora a abrir as informações, não consegue localizar uma Câmera da Smart Life. Camera da Tuya.;3;0;2.2.435197.0;2021-11-09 22:24:04;
Não estou conseguindo utilizar pelo wi-fi ai fica difícil!!!!;3;0;2.2.435197.0;2021-11-09 16:50:54;
Só está funcionando nas redes móveis;3;0;2.2.432925.0;2021-11-09 13:00:42;
O aplicativo é bom, mas é muito lento. Demora muito para carregar e trocar de páginas dentro dele. =/;3;0;2.2.432925.0;2021-11-09 08:27:58;
Tenho notado muita lentidão no App, quando abri os dispositivos e tento diminuir o som da echodot ou então vou visualizar as skills, até carregar leva uma eternidade.;3;2;2.2.432925.0;2021-11-08 23:36:18;
A tela fica preta.;3;0;;2021-11-07 20:52:54;
As vezes trava, e não é muito intuitivo.;3;0;2.2.432925.0;2021-11-07 19:57:55;
O aplicativo é extremamente lento e todas as funções, ele transforma um processo simples como criar uma rotina ou simplesmente fazer uma chamada em um processo demorado;3;2;2.2.432925.0;2021-11-07 12:01:56;
Bom da pra ser mais eficiente quando se estar normal. Mas, no momento atual o App está travando, não sai da tela preta. Acertem, para melhor avaliar.;3;1;2.2.432925.0;2021-11-07 03:13:22;
Está havendo algum problema que o aplicativo não funciona pela rede wi-fi. Eu preciso desconectar o wi-fi e acessar pelo 4g para ver minhas listas e rotinas.;3;1;2.2.432925.0;2021-11-06 20:46:40;
Uma pena ter que tocar para falar, seria bom se apenas com o dispositivo aberto podesse fazer contado sem ter que ter contato;3;1;2.2.432925.0;2021-11-06 20:24:54;
Muito lento comparado com um device dot;3;0;2.2.432925.0;2021-11-06 12:44:01;
Desde a atualização do app não estou conseguindo configurar o echo.;3;1;2.2.432925.0;2021-11-05 22:56:12;
Não consigo entrar no app;3;1;2.2.432925.0;2021-11-05 19:55:26;
Dificuldade demais;3;1;;2021-11-04 22:11:04;
Precisa de suporte a skill do YouTube music;3;0;2.2.432925.0;2021-11-04 20:00:04;
Lentidao no apkicativo;3;1;2.2.433151.0;2021-11-04 12:59:30;
o app está perfeito, a única coisa que eu nao curti nem um pouco é que demora pra carregar meus dispositivos, o aplicativo em si é um pouco mal otimizado mas a interface é perfeita!!!;3;2;2.2.433151.0;2021-11-03 23:08:03;
O app não funciona mais. sempre que faço login o app reinicia. Isso acontece em todos os celulares da casa.;3;4;2.2.432925.0;2021-11-03 22:44:20;
Não é toda hora q fuciona;3;0;2.2.433151.0;2021-11-03 19:37:12;
"Boas funções, mas muito lento. O tempo de resposta da do dispositivo é grande, a área de reprodução sempre ""falha"" e preciso fechar e abrir pra que me mostre a tela corretamente.";3;2;2.2.432925.0;2021-11-03 10:21:01;
Bem mais ou menos As skill inúteis funcionam bem, as que são úteis não;3;0;2.2.432925.0;2021-11-03 07:46:48;
O aplicativo tem uma interface e design de certo modo bem atrativo e confortável, possuindo tema escuro e afins. Mas o verdadeiro problema nele, é o péssimo carregamento de algumas opções presentes no App, no qual eu seleciono e demora uma eternidade para carregar ou se não, o que desejo nem é carregado e mostrado em meu celular. Peço por gentileza que arrumem isso e deixem o App mais funcional e confortável.;3;45;2.2.432925.0;2021-11-03 00:19:09;
Falta português PT.;3;0;2.2.432925.0;2021-11-02 11:29:12;
O aplicativo estava funcionando perfeitamente no meu Xaomi 9S mais parou de funcionar, toda vez que o aplicativo é aberto a tela do celular fica preto até aparecer um aviso de erro;3;5;2.2.432925.0;2021-11-02 08:55:41;
Precisa de melhorias;3;0;2.2.432925.0;2021-11-01 23:13:11;
App não estava abrindo algumas abas, desinstalei e instalei novamente e agora não abre mais.;3;0;2.2.432925.0;2021-11-01 20:10:32;
Bom;3;0;2.2.432925.0;2021-11-01 17:56:25;
Não consigo acessar minha conta, fica dando tempo de conexão alguma coisa;3;0;2.2.432925.0;2021-11-01 12:24:37;
Lista de compras básica, sem opções;3;0;2.2.432925.0;2021-11-01 11:00:21;
Tenho um Amazon Echo de primeira geração, que me diz falar português, porém tenho que mudar o idioma pelo APP, e não aparece português como opção. Por favor, adicionem o idioma português na lista de opções de idioma para este dispositivo.;3;1;2.2.432925.0;2021-11-01 10:06:09;
Não sei o que aconteceu com o App. Tentei abrir a área de skills e simplesmente não abria. Então, desloguei da conta e conectei novamente. Aí ficou pior... Ele não abriu mais e ficar eternamente em uma tela preta.;3;0;;2021-11-01 02:19:35;
App muito lento, com delay.;3;0;2.2.432925.0;2021-10-31 22:10:01;
